date,type,registration,operator,fat.,location,Unnamed: 6,pic,cat,url
18-SEP-2018,Antonov An-2R,YU-BRK,STS Aviatsija,0,near Jagodina,,,A2,https://aviation-safety.net/database/record.php?id=20180918-1
20-SEP-2018,Embraer EMB-120ER Brasilia,N223SW,Berry Aviation,0,"Houston, TX",,,A2,https://aviation-safety.net/database/record.php?id=20180920-0
24-SEP-2018,Airbus A340-313,RP-C3435,Philippine Air Lines,0,Vancouver In...,,,A2,https://aviation-safety.net/database/record.php?id=20180924-0
24-SEP-2018,Honda HA-420 HondaJet,PR-TLZ,ALTA,0,Foz do Iguaç...,,,A1,https://aviation-safety.net/database/record.php?id=20180924-1
25-SEP-2018,Beech 200 Super King Air,N241CK,Kalitta Charters,1,near Oscoda Wurts...,,,A1,https://aviation-safety.net/database/record.php?id=20180925-0
26-SEP-2018,Boeing 737-8Q8 (WL),S2-AJA,US-Bangla Airlines,0,Chittagong-S...,,,A2,https://aviation-safety.net/database/record.php?id=20180926-0
27-SEP-2018,Dassault Falcon 50,N114TD,Air America Flight Services,2,Greenville D...,,,A1,https://aviation-safety.net/database/record.php?id=20180927-0
27-SEP-2018,Cessna 208B Supervan 900,VH-FAY,CGG Aviation Australia,1,"near Sendai, Japan",,,A1,https://aviation-safety.net/database/record.php?id=20180927-1
28-SEP-2018,Boeing 737-8BK (WL),P2-PXE,Air Niugini,1,near Chuuk/Weno I...,,,A1,https://aviation-safety.net/database/record.php?id=20180928-0
28-SEP-2018,Airbus A320-232,PT-MZJ,LATAM Airlines Brasil,0,São Paulo-Co...,,,O1,https://aviation-safety.net/database/record.php?id=20180928-1
01-OCT-2018,Antonov An-2T,YV1719,Inversiones Moraima,0,near Uriman,,,A2,https://aviation-safety.net/database/record.php?id=20181001-0
03-OCT-2018,Antonov An-32,,Sudan AF,0,Khartoum Air...,,,A1,https://aviation-safety.net/database/record.php?id=20181003-0
03-OCT-2018,Antonov An-26,7706 ?,Sudan AF,0,Khartoum Air...,,,A1,https://aviation-safety.net/database/record.php?id=20181003-1
03-OCT-2018,Beech 1900C,N575Q,"Ravn Connect, opb Frontier Flying Service",0,Gambell Airp...,,,A2,https://aviation-safety.net/database/record.php?id=20181003-2
10-OCT-2018,Sukhoi Superjet 100-95B,RA-89011,Yakutia Airlines,0,Yakutsk Airp...,,,A1,https://aviation-safety.net/database/record.php?id=20181010-0
10-OCT-2018,Cessna 208B Grand Caravan EX,PK-JBR,Jhonlin Air Transport,0,Beoga Airstrip,,,A2,https://aviation-safety.net/database/record.php?id=20181010-1
12-OCT-2018,Boeing 737-8HG (WL),VT-AYD,Air India Express,0,Tiruchirappa...,,,A2,https://aviation-safety.net/database/record.php?id=20181012-0
12-OCT-2018,ATR 72-202,5N-BPE,Overland Airways,0,Lagos-Murtal...,,,O1,https://aviation-safety.net/database/record.php?id=20181012-1
29-OCT-2018,Boeing 737 MAX 8,PK-LQP,Lion Air,189,near Tanjung Bungin,,,A1,https://aviation-safety.net/database/record.php?id=20181029-0
31-OCT-2018,Airbus A330-203,F-GZCI,Air France,0,Paris-Charle...,,,A2,https://aviation-safety.net/database/record.php?id=20181031-0
31-OCT-2018,Airbus A330-323,N817NW,Delta Air Lines,0,Paris-Charle...,,,A2,https://aviation-safety.net/database/record.php?id=20181031-1
07-NOV-2018,Boeing 747-412F,N908AR,Sky Lease Cargo,0,Halifax-Stan...,,,A1,https://aviation-safety.net/database/record.php?id=20181107-0
08-NOV-2018,Antonov An-2R,RA-84674,2nd Arkhangelsk United Aviation Division,0,near Arkhangelsk-...,,,A1,https://aviation-safety.net/database/record.php?id=20181108-0
09-NOV-2018,Boeing 757-23N,N524AT,Fly Jamaica Airways,1,Georgetown-C...,,,A1,https://aviation-safety.net/database/record.php?id=20181109-0
09-NOV-2018,Lockheed C-130E Hercules,4180,Pakistan AF,0,Chaklala-PAF...,,,A1,https://aviation-safety.net/database/record.php?id=20181109-1
11-NOV-2018,Embraer ERJ-190LR (ERJ-190-100 LR),P4-KCJ,Air Astana,0,near Lisbon,,,A1,https://aviation-safety.net/database/record.php?id=20181111-0
15-NOV-2018,DHC-8-315Q Dash 8,C-FPAE,PAL Airlines,0.0,Stephenville...,,,A2,https://aviation-safety.net/database/record.php?id=20181115-0
16-NOV-2018,BAe 3212 Jetstream 32,HK-4394,SARPA,0.0,Bahía Solano...,,,A2,https://aviation-safety.net/database/record.php?id=20181116-0
21-NOV-2018,Swearingen SA227-AC Metro III,C-FYAG,Perimeter Aviation,0.0,Deer Lake Ai...,,,A2,https://aviation-safety.net/database/record.php?id=20181121-0
22-NOV-2018,Boeing 737-53C,OB-2041-P,Peruvian Airlines,0.0,La Paz-El Al...,,,A1,https://aviation-safety.net/database/record.php?id=20181122-0
23-NOV-2018,BAe-125-700A,N422X,private,,near Curaçao [Car...,,,A1,https://aviation-safety.net/database/record.php?id=20181123-0
24-NOV-2018,ATR 72-212A (ATR 72-500),AP-BKW,PIA,0.0,Karachi-Jinn...,,,A1,https://aviation-safety.net/database/record.php?id=20181124-0
26-NOV-2018,Cessna 525 Citation M2,PP-OEG,ARGa.,4.0,near Jequitaí-Faz...,,,A1,https://aviation-safety.net/database/record.php?id=20181126-0
30-NOV-2018,Cessna 525A CitationJet CJ2+,N525EG,Estoair,3.0,"near Memphis, IN",,,A1,https://aviation-safety.net/database/record.php?id=20181130-0
30-NOV-2018,Cessna 550 Citation II,N941JM,Dirt Dynamics,0.0,Fargo-Hector...,,,A2,https://aviation-safety.net/database/record.php?id=20181130-1
04-DEC-2018,Airbus A320-214,SX-EMY,Ellinair,0.0,Athens-Eleft...,,,A2,https://aviation-safety.net/database/record.php?id=20181204-0
06-DEC-2018,Lockheed Martin KC-130J,167981,USMC,5.0,"near Muroto Cape,...",,,A1,https://aviation-safety.net/database/record.php?id=20181206-0
08-DEC-2018,BN-2A-20 Islander,VH-OBL,Par-Avion,1.0,"near Hobart, TAS",,,A1,https://aviation-safety.net/database/record.php?id=20181208-0
08-DEC-2018,Beech 200 Super King Air,,Unknown,0.0,"Corozo, Sarstún",,,O1,https://aviation-safety.net/database/record.php?id=20181208-1
08-DEC-2018,Beech 200 Super King Air,VH-ODI,Desert-Air Safaris,0.0,Mount Gambie...,,,A2,https://aviation-safety.net/database/record.php?id=20181208-2
10-DEC-2018,Airbus A300B4-203(F),XA-MRC,Aerounion,0.0,Mexico City-...,,,O1,https://aviation-safety.net/database/record.php?id=20181210-0
11-DEC-2018,Boeing 777-333ER,C-FITW,Air Canada,0.0,Hong Kong-Ch...,,,A2,https://aviation-safety.net/database/record.php?id=20181211-0
15-DEC-2018,Learjet 35A,N55FN,Med Air,0.0,Key West Int...,,,A2,https://aviation-safety.net/database/record.php?id=20181215-0
18-DEC-2018,Dornier 228-201,S9-AUN,Africa's Connection STP,0.0,São Tomé Isl...,,,A2,https://aviation-safety.net/database/record.php?id=20181218-0
18-DEC-2018,Boeing 787-9,ET-AUP,Ethiopian Airlines,0.0,Oslo-Garderm...,,,A2,https://aviation-safety.net/database/record.php?id=20181218-1
20-DEC-2018,Cessna 560 Citation V,N188CW,Chen Aircrafts,4.0,near Atlanta-Fult...,,,A1,https://aviation-safety.net/database/record.php?id=20181220-0
20-DEC-2018,Antonov An-26B,9S-AGB,Gomair,7.0,near Kinshasa-N'D...,,,A1,https://aviation-safety.net/database/record.php?id=20181220-1
22-DEC-2018,PZL-Mielec M28 Skytruck,GNB-96107,Venezuela ANG,0.0,Kamarata Air...,,,A2,https://aviation-safety.net/database/record.php?id=20181222-0
24-DEC-2018,Antonov An-26B,9T-TAB,D.R. Congo AF,0.0,Beni Airport...,,,A1,https://aviation-safety.net/database/record.php?id=20181224-0
31-DEC-2018,Boeing 757-2B7 (WL),N938UW,American Airlines,0.0,Charlotte-Do...,,,A2,https://aviation-safety.net/database/record.php?id=20181231-0
07-JAN-2019,Saab 340B,YL-RAF,RAF-AVIA,0,Savonlinna A...,,,A2,https://aviation-safety.net/database/record.php?id=20190107-0
12-JAN-2019,Canadair Challenger 601,N813WT,TW 601-C Investment,0,Uvalde-Ox Ra...,,,A1,https://aviation-safety.net/database/record.php?id=20190112-0
14-JAN-2019,Boeing 707-3J9C,EP-CPP,"Iran AF, op.for Saha Air",15,Fat'h Airport,,,A1,https://aviation-safety.net/database/record.php?id=20190114-0
16-JAN-2019,Cessna 208B Grand Caravan,8R-YAC,ASL,0,Georgetown-O...,,,A2,https://aviation-safety.net/database/record.php?id=20190116-0
21-JAN-2019,AMI DC-3-65TP,N467KS,Priority Air Charter,2,near Kidron-Stolt...,,,A1,https://aviation-safety.net/database/record.php?id=20190121-0
21-JAN-2019,Boeing 737-330 (QC),9S-AHJ,Serve Air,0,Kinshasa-N'D...,,,A2,https://aviation-safety.net/database/record.php?id=20190121-1
22-JAN-2019,Boeing 737-8LJ (WL),VP-BRR,Aeroflot,0,Khanty-Mansi...,,,H2,https://aviation-safety.net/database/record.php?id=20190122-0
23-JAN-2019,DHC-8-102 Dash 8,C-GTCO,Air Creebec,0,Rouyn Airpor...,,,A2,https://aviation-safety.net/database/record.php?id=20190123-0
26-JAN-2019,Airbus A321-231,TC-OEB,Onur Air,0,Antalya Airp...,,,O1,https://aviation-safety.net/database/record.php?id=20190126-0
28-JAN-2019,ATR 72-212A (ATR 72-500),EC-LYJ,"Air Europa, opb Swiftair",0,Palma de Mal...,,,A2,https://aviation-safety.net/database/record.php?id=20190128-0
28-JAN-2019,Boeing 727-2B6F Adv.,N720CK,Kalitta Charters,0,Tuscaloosa R...,,,A2,https://aviation-safety.net/database/record.php?id=20190128-1
29-JAN-2019,Beech B200 King Air,N13LY,Guardian Flight,3,"near Kake, AK",,,A1,https://aviation-safety.net/database/record.php?id=20190129-0
30-JAN-2019,Beech 200 Super King Air,C-GTUC,Air Tindi,2,near Whatì/Lac La...,,,A1,https://aviation-safety.net/database/record.php?id=20190130-0
04-FEB-2019,Boeing 737-332,ST-TAL,"Tarco Air, opf Sudan Airways",0,Khartoum-Civ...,,,H2,https://aviation-safety.net/database/record.php?id=20190204-0
08-FEB-2019,Convair C-131B Samaritan,N145GT,Conquest Air Cargo,1,near Bay Harbor I...,,,A1,https://aviation-safety.net/database/record.php?id=20190208-0
08-FEB-2019,Airbus A321-251N,SE-RKA,Novair,0,Billund Airp...,,,A2,https://aviation-safety.net/database/record.php?id=20190208-1
09-FEB-2019,Embraer ERJ 190AR (ERJ-190-100 IGW),5Y-KYR,Kenya Airways,0,Nairobi-Jomo...,,,O2,https://aviation-safety.net/database/record.php?id=20190209-0
09-FEB-2019,Embraer ERJ 190AR (ERJ-190-100 IGW),5Y-FFF,Kenya Airways,0,Nairobi-Jomo...,,,O2,https://aviation-safety.net/database/record.php?id=20190209-1
09-FEB-2019,Cessna 208 Caravan I,PR-RTA,RICO,0,"near Caracaraí, RR",,,A1,https://aviation-safety.net/database/record.php?id=20190209-2
11-FEB-2019,Raytheon Beechjet 400A,N750TA,Stein's Aircraft Services,0,Richmond Mun...,,,A1,https://aviation-safety.net/database/record.php?id=20190211-0
13-FEB-2019,Boeing 747-406M,PH-BFV,KLM,0,Amsterdam-Sc...,,,A2,https://aviation-safety.net/database/record.php?id=20190213-0
13-FEB-2019,Boeing 787-9,PH-BHA,KLM,0,Amsterdam-Sc...,,,A2,https://aviation-safety.net/database/record.php?id=20190213-1
23-FEB-2019,Boeing 767-375ER (BCF) (WL),N1217A,"Amazon Air, opb Atlas Air",3,"Trinity Bay,...",,,A1,https://aviation-safety.net/database/record.php?id=20190223-0
24-FEB-2019,Boeing 737-8E9 (WL),S2-AHV,Biman Bangladesh,1,Chittagong-S...,,,H2,https://aviation-safety.net/database/record.php?id=20190224-0
25-FEB-2019,EO-5C (DHC-7-102),N89068,US Army,0,Pyongtaek-De...,,,A1,https://aviation-safety.net/database/record.php?id=20190225-0
26-FEB-2019,Gulfstream G200 Galaxy,4K-AZ88,Silk Way Business Aviation,0,Moskva-Shere...,,,A1,https://aviation-safety.net/database/record.php?id=20190226-0
01-MAR-2019,Airbus A320-214,OE-LOA,LaudaMotion,0,London-Stans...,,,I2,https://aviation-safety.net/database/record.php?id=20190301-0
03-MAR-2019,Beech 1900D,7T-VIO,Tassili Airlines,0,Ouargla-Ain ...,,,A2,https://aviation-safety.net/database/record.php?id=20190303-0
03-MAR-2019,Honda HA-420 HondaJet,N105HJ,Banyan Jet Service,0,Eufaula-Weed...,,,O1,https://aviation-safety.net/database/record.php?id=20190303-1
03-MAR-2019,Airbus A320-214 (WL),PR-OCW,Avianca Brasil,0,Rio de Janei...,,,A2,https://aviation-safety.net/database/record.php?id=20190303-2
03-MAR-2019,Bombardier BD-100 Challenger 350,N715CG,private,0,Eufaula-Weed...,,,O1,https://aviation-safety.net/database/record.php?id=20190303-3
04-MAR-2019,Embraer EMB-145XR,N14171,"CommutAir, opf United Express",0,Presque Isle...,,,A2,https://aviation-safety.net/database/record.php?id=20190304-0
04-MAR-2019,Cessna 208B Grand Caravan,C-FAFV,Amik Aviation,0,near Little Grand...,,,A2,https://aviation-safety.net/database/record.php?id=20190304-1
07-MAR-2019,Learjet 35A,LV-BNR,Baires Fly,0,Buenos Aires...,,,A2,https://aviation-safety.net/database/record.php?id=20190307-0
09-MAR-2019,Douglas DC-3,HK-2494,LASER,14,Finca La Ben...,,,A1,https://aviation-safety.net/database/record.php?id=20190309-0
09-MAR-2019,Gulfstream G-IV,N505GF,Waffle House,0,Atlanta-DeKa...,,,A2,https://aviation-safety.net/database/record.php?id=20190309-1
10-MAR-2019,Boeing 737 MAX 8,ET-AVJ,Ethiopian Airlines,157,near Addis Ababa-...,,,A1,https://aviation-safety.net/database/record.php?id=20190310-0
10-MAR-2019,Hawker Siddeley HS-125-600A,fake reg.,private,1,near San Pedro Pe...,,,A1,https://aviation-safety.net/database/record.php?id=20190310-1
10-MAR-2019,Bombardier CRJ-702ER,N530EA,"PSA Airlines, opf American Eagle",0,Charlotte-Do...,,,A2,https://aviation-safety.net/database/record.php?id=20190310-2
10-MAR-2019,Bombardier CRJ-900LR,N569NN,"PSA Airlines, opf American Eagle",0,Charlotte-Do...,,,A2,https://aviation-safety.net/database/record.php?id=20190310-3
11-MAR-2019,CC-138 Twin Otter (DHC-6),13803,RCAF,0,"near Inuvik, NT",,,A2,https://aviation-safety.net/database/record.php?id=20190311-0
12-MAR-2019,Beech A100 King Air,N945WS,Golden Wings Aviation,0,Latrobe-West...,,,A2,https://aviation-safety.net/database/record.php?id=20190312-0
14-MAR-2019,Cessna 650 Citation III,N220CM,RP Sales and Leasing,0,Orlando Sanf...,,,A2,https://aviation-safety.net/database/record.php?id=20190314-0
18-MAR-2019,Bombardier Challenger 300,9M-TST,Berjaya Air,0+ 1,Kuala Lumpur...,,,A2,https://aviation-safety.net/database/record.php?id=20190318-0
18-MAR-2019,IAI 1124 Westwind,N4MH,Sundance Airport FBO,2,Oklahoma Cit...,,,A1,https://aviation-safety.net/database/record.php?id=20190318-1
19-MAR-2019,Fokker 100,EP-IDG,Iran Air,0,Tehran-Mehra...,,,A2,https://aviation-safety.net/database/record.php?id=20190319-0
22-MAR-2019,Rockwell Sabreliner 60,N990PA,private,0,near Bajamar,,,A1,https://aviation-safety.net/database/record.php?id=20190322-0
23-MAR-2019,Beech B200 Super King Air,A2-MBM,Major Blue Air,1,Matsieng Aer...,,,C1,https://aviation-safety.net/database/record.php?id=20190323-0
23-MAR-2019,Airbus A320-232,HA-LPL,Wizz Air,0,Bristol Airp...,,,A2,https://aviation-safety.net/database/record.php?id=20190323-1
27-MAR-2019,Antonov An-2,CU-A1825,ENSA,0,Alonso de Rojas,,,A2,https://aviation-safety.net/database/record.php?id=20190327-0
27-MAR-2019,Boeing 737-7H4 (WL),N249WN,Southwest Airlines,0,near Nashville In...,,,A2,https://aviation-safety.net/database/record.php?id=20190327-1
03-APR-2019,Airbus A320-214,G-EZWC,easyJet,0,Belfast Inte...,,,A2,https://aviation-safety.net/database/record.php?id=20190403-0
04-APR-2019,DHC-8-402Q Dash 8,OE-LGM,Austrian Airlines,0,Innsbruck-Kr...,,,A2,https://aviation-safety.net/database/record.php?id=20190404-0
04-APR-2019,MD-88,N977DL,Delta Air Lines,0,Atlanta Hart...,,,A1,https://aviation-safety.net/database/record.php?id=20190404-1
08-APR-2019,BAe 4100 Jetstream 41,HI1038,Sky High Aviation Services,0,Dominica Dou...,,,A2,https://aviation-safety.net/database/record.php?id=20190408-0
10-APR-2019,Airbus A321-231 (WL),N114NN,American Airlines,0,New York-Joh...,,,A1,https://aviation-safety.net/database/record.php?id=20190410-0
13-APR-2019,Rockwell Sabreliner 65,N265DS,Classic Aviation,3,"near New Albany, MS",,,A1,https://aviation-safety.net/database/record.php?id=20190413-0
14-APR-2019,Let L-410UVP-E20,9N-AMH,Summit Air,1+ 2,Lukla-Tenzin...,,,A1,https://aviation-safety.net/database/record.php?id=20190414-0
16-APR-2019,BN-2B-27 Islander,CC-CYR,Archipiélagos Servicios Aéreos,6,near Puerto Montt...,,,A1,https://aviation-safety.net/database/record.php?id=20190416-0
16-APR-2019,Bombardier Global 5000,14+01,German AF,0,Berlin-Schön...,,,A1,https://aviation-safety.net/database/record.php?id=20190416-1
22-APR-2019,Antonov An-26,EY-322,Asia Airways,0,near Khartoum,,,A1,https://aviation-safety.net/database/record.php?id=20190422-0
23-APR-2019,Cessna 208 Caravan I,N366TA,Tropic Ocean Airways,0,Dry Tortugas...,,,A1,https://aviation-safety.net/database/record.php?id=20190423-0
24-APR-2019,Cessna 551 Citation II/SP,D-IADV,private,0,Siegen-Siege...,,,A1,https://aviation-safety.net/database/record.php?id=20190424-0
24-APR-2019,Beech B200 Super King Air,C-FRMV,Keewatin Air,0,Gillam Airpo...,,,A2,https://aviation-safety.net/database/record.php?id=20190424-1
30-APR-2019,Boeing 737-73S (WL),EI-SEV,Ryanair,0,East Midland...,,,A2,https://aviation-safety.net/database/record.php?id=20190430-0
30-APR-2019,Boeing 737-33A (WL),G-GDFB,Jet2,0,East Midland...,,,A2,https://aviation-safety.net/database/record.php?id=20190430-1
03-MAY-2019,Boeing 737-81Q (WL),N732MA,Miami Air International,0,Jacksonville...,,,A1,https://aviation-safety.net/database/record.php?id=20190503-0
03-MAY-2019,Douglas C-47A (DC-3),C-GJKM,Buffalo Airways,0,near Hay River Ai...,,,A2,https://aviation-safety.net/database/record.php?id=20190503-1
04-MAY-2019,Learjet 45,C-GMCP,Skyservice Business Aviation,0,Edinburgh-Tu...,,,A2,https://aviation-safety.net/database/record.php?id=20190504-0
04-MAY-2019,Antonov An-2R,RA-01443,Aviation Enterprise Motor,0,"Vyun, Tompon...",,,A1,https://aviation-safety.net/database/record.php?id=20190504-1
05-MAY-2019,Sukhoi Superjet 100-95B,RA-89098,Aeroflot,41,Moskva-Shere...,,,A1,https://aviation-safety.net/database/record.php?id=20190505-0
05-MAY-2019,Canadair Challenger 601-3A,N601VH,TVPX Aircraft Solutions,13,near Monclova,,,A1,https://aviation-safety.net/database/record.php?id=20190505-1
07-MAY-2019,DHC-6 Twin Otter 300,C-GNDO,Air Inuit,0,near Kuujjuarapik...,,,A2,https://aviation-safety.net/database/record.php?id=20190507-0
08-MAY-2019,DHC-8-402Q Dash 8,S2-AGQ,Biman Bangladesh,0,Yangon-Minga...,,,A1,https://aviation-safety.net/database/record.php?id=20190508-0
08-MAY-2019,Antonov An-2R,YV2354,Unknown,0,near Uriman Airpo...,,,A1,https://aviation-safety.net/database/record.php?id=20190508-1
10-MAY-2019,DHC-8-311 Dash 8,C-FJXZ,"Air Canada Express, opb Jazz Aviation",0,Toronto-Pear...,,,A2,https://aviation-safety.net/database/record.php?id=20190510-0
11-MAY-2019,Cessna 208B Grand Caravan,C-FCPM,Parachutisme Nouvel Air,0,Saint-Esprit...,,,A2,https://aviation-safety.net/database/record.php?id=20190511-0
12-MAY-2019,Embraer ERJ-190LR,XY-AGQ,Myanmar National Airlines,0,Mandalay Int...,,,A1,https://aviation-safety.net/database/record.php?id=20190512-0
13-MAY-2019,DHC-3T Vazar Turbine Otter,N959PA,Taquan Air,1,"near Ketchikan, AK",,,A1,https://aviation-safety.net/database/record.php?id=20190513-0
18-MAY-2019,Gulfstream American G-1159 Gulfstre,unreg.,private,0,Chico de Cha...,,,C1,https://aviation-safety.net/database/record.php?id=20190518-0
22-MAY-2019,Antonov An-2R,RA-68161,private,0,Zhuravskoye,,,A1,https://aviation-safety.net/database/record.php?id=20190522-0
22-MAY-2019,Cessna S550 Citation S/II,N311G,private,2,near Indianapolis...,,,A1,https://aviation-safety.net/database/record.php?id=20190522-1
24-MAY-2019,Cessna 560 Citation Encore,N832R,Jet Sales LLC,1,near Fort Lauderd...,,,A1,https://aviation-safety.net/database/record.php?id=20190524-0
29-MAY-2019,Antonov An-124-100,5A-DKN,Libyan Air Cargo,0,Tripoli Inte...,,,C1,https://aviation-safety.net/database/record.php?id=20190529-0
03-JUN-2019,Antonov An-32,K2752,Indian AF,13,near Lipo,,,A1,https://aviation-safety.net/database/record.php?id=20190603-0
07-JUN-2019,Antonov An-2T,UR-KAU,TSO Ukrayiny,0,Svyatoshyns'...,,,A2,https://aviation-safety.net/database/record.php?id=20190607-0
09-JUN-2019,Antonov An-2R,RA-81519,Feniks,0,"near Kyren, Tunki...",,,A2,https://aviation-safety.net/database/record.php?id=20190609-0
09-JUN-2019,Boeing 737-924ER (WL),N75436,United Airlines,0,Denver Inter...,,,A2,https://aviation-safety.net/database/record.php?id=20190609-1
11-JUN-2019,CASA C-212 Aviocar 200,N603AR,EP Aviation,0,Kiunga Airpo...,,,A2,https://aviation-safety.net/database/record.php?id=20190611-0
13-JUN-2019,Beech B200 Super King Air,,Unknown,0,"Río Chixoy, ...",,,A1,https://aviation-safety.net/database/record.php?id=20190613-0
15-JUN-2019,Boeing 757-224 (WL),N26123,United Airlines,0,Newark-Liber...,,,A1,https://aviation-safety.net/database/record.php?id=20190615-0
15-JUN-2019,ATR 42-320,PR-MPN,MAP Linhas Aéreas,0,Manaus-Eduar...,,,A1,https://aviation-safety.net/database/record.php?id=20190615-1
17-JUN-2019,Cessna 680 Citation Sovereign,LV-CIQ,Banco Macro,0,Joaquín V. G...,,,A2,https://aviation-safety.net/database/record.php?id=20190617-0
17-JUN-2019,Boeing 737-8H4 (WL),N8608N,Southwest Airlines,0,Pittsburgh-G...,,,A2,https://aviation-safety.net/database/record.php?id=20190617-1
20-JUN-2019,Antonov An-2R,UP-A0116,Navigator,1,near Rodina villa...,,,A1,https://aviation-safety.net/database/record.php?id=20190620-0
21-JUN-2019,Basler Turbo 67 (DC-3T),C-FKGL,North Star Air,0,near Fort Hope Ai...,,,A2,https://aviation-safety.net/database/record.php?id=20190621-0
23-JUN-2019,Antonov An-2R,UR-43983,Phoenix Air,0,"near Mlyny, Polta...",,,A1,https://aviation-safety.net/database/record.php?id=20190623-0
24-JUN-2019,Hawker Siddeley HS-125-400,,Unknown,0,Parque Nacio...,,,O1,https://aviation-safety.net/database/record.php?id=20190624-0
26-JUN-2019,Rockwell Sabreliner 65,N65HH,Yankee Dawdle LLC,0,Sacramento-M...,,,A1,https://aviation-safety.net/database/record.php?id=20190626-0
27-JUN-2019,Antonov An-24RV,RA-47366,Angara Airlines,2,Nizhneangars...,,,A1,https://aviation-safety.net/database/record.php?id=20190627-0
05-NOV-2019,Learjet 35A,XA-VBD,USMX AirLink,0,San Jose Cab...,,,A2,https://aviation-safety.net/database/record.php?id=20191105-0
11-NOV-2019,Embraer EMB-145LR (ERJ-145LR),N619AE,"American Eagle, opb Envoy Air",0,Chicago-O'Ha...,,,A2,https://aviation-safety.net/database/record.php?id=20191111-0
11-NOV-2019,BAe-125-700A,(N237DX),private,0,Petén,,,C1,https://aviation-safety.net/database/record.php?id=20191111-1
11-NOV-2019,DHC-8-315Q MPA,VH-ZZE,"Surveillance Australia, opf Australian Border Force",0,Darwin Airpo...,,,A2,https://aviation-safety.net/database/record.php?id=20191111-2
14-NOV-2019,Cessna 550 Citation II,PT-LTJ,private,5,Maraú-Barra ...,,,A1,https://aviation-safety.net/database/record.php?id=20191114-0
15-NOV-2019,Cessna 525B CitationJet CJ3,N973CG,Pilot Point Consultancy,0,San Antonio ...,,,A1,https://aviation-safety.net/database/record.php?id=20191115-0
15-NOV-2019,Cessna 560 Citation Encore,N777HW,ETG Aviation,0,San Antonio ...,,,A1,https://aviation-safety.net/database/record.php?id=20191115-1
16-NOV-2019,Boeing 777-3B5ER,HL7204,Korean Air,0,Frankfurt In...,,,A2,https://aviation-safety.net/database/record.php?id=20191116-0
16-NOV-2019,Airbus A330-243,V5-ANO,Air Namibia,0,Frankfurt In...,,,A2,https://aviation-safety.net/database/record.php?id=20191116-1
21-NOV-2019,Gulfstream G150,TC-AEH,Tahe Havacilik,0,Odessa-Centr...,,,A2,https://aviation-safety.net/database/record.php?id=20191121-0
21-NOV-2019,Boeing 737-8F2 (WL),TC-JGZ,THY,0,Odessa-Centr...,,,A1,https://aviation-safety.net/database/record.php?id=20191121-1
22-NOV-2019,Boeing 737-401,YV3012,Avior,0,Bogotá-Eldor...,,,A1,https://aviation-safety.net/database/record.php?id=20191122-0
23-NOV-2019,Beech B200 King Air,(XB-PYB),private,0,Saint-Jean d...,,,A1,https://aviation-safety.net/database/record.php?id=20191123-1
24-NOV-2019,Dornier 228-201,9S-GNH,Busy Bee Congo,21+ 6,near Goma Airport...,,,A1,https://aviation-safety.net/database/record.php?id=20191124-0
26-NOV-2019,Cessna 208 Grand Caravan,,Tropicair,0,Gasmata,,,H2,https://aviation-safety.net/database/record.php?id=20191126-0
01-DEC-2019,Beech B99,C6-FER,Flamingo Air Charter,0,Black Point ...,,,A2,https://aviation-safety.net/database/record.php?id=20191201-0
01-DEC-2019,BAe-125-700A,N949CL,private,0,"near El Picudo, S...",,,C1,https://aviation-safety.net/database/record.php?id=20191201-1
02-DEC-2019,BAe-125-700A,false reg.,private,0,near San Andrés V...,,,A1,https://aviation-safety.net/database/record.php?id=20191202-0
03-DEC-2019,Basler Turbo 67 (DC-3T),C-FKAL,North Star Air,0,near Sachigo Lake...,,,A2,https://aviation-safety.net/database/record.php?id=20191203-0
03-DEC-2019,BAe-125-800A,N469RJ,Business Jet Managers Inc,0,Detroit-Cole...,,,A2,https://aviation-safety.net/database/record.php?id=20191203-1
04-DEC-2019,Beech 200 Super King Air,,private,2,"Sayaxché, Petén",,,C1,https://aviation-safety.net/database/record.php?id=20191204-0
06-DEC-2019,BAe-125-800A,(N293WB),private,0,"near Chan Chen, C...",,,C1,https://aviation-safety.net/database/record.php?id=20191206-0
09-DEC-2019,Cessna 208B Super Cargomaster,N4602B,Martinaire,1,near Victoria Reg...,,,A1,https://aviation-safety.net/database/record.php?id=20191209-0
09-DEC-2019,Lockheed C-130H Hercules,990,Chilean AF,38,near King George ...,,,A1,https://aviation-safety.net/database/record.php?id=20191209-1
10-DEC-2019,DHC-8-402Q Dash 8,ET-AQC ?,Ethiopian Airlines,0,Juba Airport...,,,A2,https://aviation-safety.net/database/record.php?id=20191210-0
15-DEC-2019,Grumman American G-1159 Gulfstream,(XB-BZH),private,0,Quiché,,,C1,https://aviation-safety.net/database/record.php?id=20191215-0
16-DEC-2019,Beech 200 Super King Air,,private,0,Sarteneja ai...,,,C1,https://aviation-safety.net/database/record.php?id=20191216-0
17-DEC-2019,Beech B300 King Air 350,N160RW,Ritch Air,0,Visalia Airp...,,,A2,https://aviation-safety.net/database/record.php?id=20191217-0
18-DEC-2019,Beech 200 Super King Air,,private,0,"El Chico, Re...",,,C1,https://aviation-safety.net/database/record.php?id=20191218-0
18-DEC-2019,Cessna 525A CitationJet CJ2,C-GOJG,C-GHGR Holdings,0,"near Scottsbluff, NE",,,A2,https://aviation-safety.net/database/record.php?id=20191218-1
