date,type,registration,operator,fat.,location,Unnamed: 6,pic,cat,url
18-DEC-2019,Beech 200 Super King Air,N72MM,WL Aviation LLC,0,Fresno Yosem...,,,C1,https://aviation-safety.net/database/record.php?id=20191218-2
19-DEC-2019,Beech A100 King Air,YV1104,private,9,near Charallave-Ó...,,,A1,https://aviation-safety.net/database/record.php?id=20191219-0
22-DEC-2019,Boeing 737-824 (WL),N87513,United Airlines,0,Denver Inter...,,,A2,https://aviation-safety.net/database/record.php?id=20191222-0
24-DEC-2019,Cessna 208B Grand Caravan,XA-TWN,Calafia Airlines,2,near Tastiota,,,A1,https://aviation-safety.net/database/record.php?id=20191224-0
27-DEC-2019,Fokker 100,UP-F1007,Bek Air,12,near Almaty Airpo...,,,A1,https://aviation-safety.net/database/record.php?id=20191227-0
27-DEC-2019,Cirrus SF50 Vision Jet,N52CV,private,0,Santa Monica...,,,A1,https://aviation-safety.net/database/record.php?id=20191227-1
28-DEC-2019,Let L-410UVP-E,9S-GDX,Air Fast Congo,0,Kamina Airpo...,,,A2,https://aviation-safety.net/database/record.php?id=20191228-0
29-DEC-2019,Cessna 560XL Citation XLS,LV-FQD,Sunny Sky,0,"near Otamendi, BA",,,A2,https://aviation-safety.net/database/record.php?id=20191229-1
27-JUN-2019,BAe 3212 Jetstream 31,YV2536,Transmandu,0,Canaima Airp...,,,A1,https://aviation-safety.net/database/record.php?id=20190627-1
28-JUN-2019,Saab 340A,C6-VIP,Western Air,0,Nassau-Lynde...,,,O2,https://aviation-safety.net/database/record.php?id=20190628-0
29-JUN-2019,Cessna 208B Grand Caravan,N80JF,ISR Aviation,0,Plant City-B...,,,A2,https://aviation-safety.net/database/record.php?id=20190629-0
30-JUN-2019,Beech B300 King Air 350i,N534FF,EE Operations LLC,10,Dallas-Addis...,,,A1,https://aviation-safety.net/database/record.php?id=20190630-0
30-JUN-2019,Antonov An-2T,RF-00105,"DOSAAF, Gvardeysky ATSK",0,near Gvardeysky,,,A2,https://aviation-safety.net/database/record.php?id=20190630-1
30-JUN-2019,Dassault Falcon 900B,N908CA,Warren Transportation LLC,0,Dallas-Addis...,,,O1,https://aviation-safety.net/database/record.php?id=20190630-2
01-JUL-2019,Boeing 737-85R,VT-SYK,SpiceJet,0,Mumbai-Chhat...,,,A1,https://aviation-safety.net/database/record.php?id=20190701-0
08-JUL-2019,Airbus A320-214,5A-ONA,Afriqiyah Airways,0,Tripoli-Miti...,,,C2,https://aviation-safety.net/database/record.php?id=20190708-0
08-JUL-2019,Cessna 208B Grand Caravan,N9448B,Grant Aviation,0,Bethel Airpo...,,,A1,https://aviation-safety.net/database/record.php?id=20190708-1
08-JUL-2019,Canadair CL-415,C-FAWQ,Gouvernement du Québec,0,near Roberval Air...,,,A2,https://aviation-safety.net/database/record.php?id=20190708-2
09-JUL-2019,Airbus A320-214 (WL),OE-IVQ,easyJet Europe,0,Amsterdam-Sc...,,,A2,https://aviation-safety.net/database/record.php?id=20190709-0
09-JUL-2019,Boeing 737-8K2 (WL),PH-BXH,KLM,0,Amsterdam-Sc...,,,A2,https://aviation-safety.net/database/record.php?id=20190709-1
09-JUL-2019,Antonov An-2,unreg.,Unknown,0,"near Raduga, Novo...",,,A1,https://aviation-safety.net/database/record.php?id=20190709-2
12-JUL-2019,Cessna 525 CitationJet,N262BK,Omicron Business Services,0,Orlando Exec...,,,A2,https://aviation-safety.net/database/record.php?id=20190712-0
13-JUL-2019,Beech B200 Super King Air,,Unknown,0,Graham Creek...,,,C1,https://aviation-safety.net/database/record.php?id=20190713-0
16-JUL-2019,Antonov An-2,RA-3098K,Unknown,0,Novoshchedri...,,,A1,https://aviation-safety.net/database/record.php?id=20190716-0
17-JUL-2019,Cessna 550 Citation II,N320JT,Avia Jet LLC,0,Mesquite Mun...,,,A1,https://aviation-safety.net/database/record.php?id=20190717-0
19-JUL-2019,DHC-8-402Q Dash 8,C-FKWE,WestJet Encore,0,Edmonton Int...,,,A2,https://aviation-safety.net/database/record.php?id=20190719-0
20-JUL-2019,ATR 42-500,AP-BHP,PIA,0,Gilgit Airpo...,,,A1,https://aviation-safety.net/database/record.php?id=20190720-0
23-JUL-2019,Boeing 737-36N (WL),5N-BQO,Air Peace,0,Lagos-Murtal...,,,A2,https://aviation-safety.net/database/record.php?id=20190723-0
25-JUL-2019,Ilyushin Il-76TD,UR-CRP,Europe Air,0,Al Jufra Air...,,,C1,https://aviation-safety.net/database/record.php?id=20190725-0
25-JUL-2019,Ilyushin Il-76TD,UR-CMC,Europe Air,1,Al Jufra Air...,,,C1,https://aviation-safety.net/database/record.php?id=20190725-1
26-JUL-2019,Cessna 208 Caravan 675,C-GURL,Seair Seaplanes,4,Addenbroke I...,,,A1,https://aviation-safety.net/database/record.php?id=20190726-0
27-JUL-2019,Swearingen SA227-AC Metro III,N681TR,Sierra West Airlines,0,El Paso Inte...,,,A2,https://aviation-safety.net/database/record.php?id=20190727-0
30-JUL-2019,Beech B300 King Air 350i,766,Pakistan Army Aviation Corps,5+ 14,"Mora Kalu, R...",,,A1,https://aviation-safety.net/database/record.php?id=20190730-0
30-JUL-2019,Antonov An-72P,032,Equatorial Guinea AF,0,near Grand Batanga,,,A1,https://aviation-safety.net/database/record.php?id=20190730-1
30-JUL-2019,Airbus A319-114,D-AILR,Lufthansa,0,Frankfurt In...,,,A1,https://aviation-safety.net/database/record.php?id=20190730-2
30-JUL-2019,Avro RJ85,VH-NJW,Cobham Aviation Services,0,Perth Airpor...,,,A2,https://aviation-safety.net/database/record.php?id=20190730-3
31-JUL-2019,Bombardier CRJ-900ER,N947LR,"American Eagle, opb Mesa Airlines",0,Dallas/Fort ...,,,A2,https://aviation-safety.net/database/record.php?id=20190731-0
01-AUG-2019,Douglas C-118A Liftmaster (DC-6A),N451CE,Everts Air Cargo,0,Candle 2 Air...,,,A2,https://aviation-safety.net/database/record.php?id=20190801-0
02-AUG-2019,Airbus A340-313,HB-JMF,Edelweiss Air,0,Vancouver In...,,,A2,https://aviation-safety.net/database/record.php?id=20190802-0
02-AUG-2019,Boeing 787-8,C-GHPU,Air Canada,0,Vancouver In...,,,A2,https://aviation-safety.net/database/record.php?id=20190802-1
02-AUG-2019,Shijiazhuang Y-5B(D),B-50OC,Liaoning Star General Aviation,0,Longmen Farm...,,,A2,https://aviation-safety.net/database/record.php?id=20190802-2
04-AUG-2019,Antonov An-2,RT-15-305,DOSAAF,1,near Fakhrabad,,,A1,https://aviation-safety.net/database/record.php?id=20190804-0
06-AUG-2019,Cessna 560XLS+ Citation XLS+,D-CAWM,Aerowest,0,Aarhus Airpo...,,,A1,https://aviation-safety.net/database/record.php?id=20190806-0
06-AUG-2019,Ilyushin Il-76TD,UR-COZ,SkyAviatrans,0,Misrata Inte...,,,C1,https://aviation-safety.net/database/record.php?id=20190806-1
06-AUG-2019,Cessna 208B Grand Caravan,5H-NOW,Tropical Air,0,Mafia Airpor...,,,A1,https://aviation-safety.net/database/record.php?id=20190806-2
06-AUG-2019,Cessna 208B Supervan 900,C-FSKF,Alkan Air,2,near Mayo Airport...,,,A1,https://aviation-safety.net/database/record.php?id=20190806-3
06-AUG-2019,Cessna 510 Citation Mustang,CC-ANR,private,1,near Los Ángeles-...,,,A1,https://aviation-safety.net/database/record.php?id=20190806-4
06-AUG-2019,Boeing 737-924ER (WL),N37437,United Airlines,0,San Francisc...,,,A2,https://aviation-safety.net/database/record.php?id=20190806-5
06-AUG-2019,Airbus A320-232,N432UA,United Airlines,0,San Francisc...,,,A2,https://aviation-safety.net/database/record.php?id=20190806-6
07-AUG-2019,HS-125/BAe-125,,Unknown,0,"Las Pilas, C...",,,C1,https://aviation-safety.net/database/record.php?id=20190807-0
07-AUG-2019,BAe 3201 Jetstream 32,HK-4540,SARPA,0,Bahía Solano...,,,A1,https://aviation-safety.net/database/record.php?id=20190807-1
08-AUG-2019,Airbus A321-211 (WL),N717FR,Frontier Airlines,0,Orlando Inte...,,,A2,https://aviation-safety.net/database/record.php?id=20190808-0
10-AUG-2019,Canadair Challenger 601,N602TS,private,0,Nassau-Lynde...,,,A2,https://aviation-safety.net/database/record.php?id=20190810-0
12-AUG-2019,Boeing 787-9,G-CKWB,Norwegian Air UK,0,London-Gatwi...,,,A2,https://aviation-safety.net/database/record.php?id=20190812-0
14-AUG-2019,Beech Super King Air,XB-...,Unknown,0,"El Ramonal, ...",,,C1,https://aviation-safety.net/database/record.php?id=20190814-0
14-AUG-2019,DHC-6 Twin Otter 200,T-82,Argentine AF,0,near Base Marambio,,,A2,https://aviation-safety.net/database/record.php?id=20190814-1
15-AUG-2019,Airbus A321-211,VQ-BOZ,Ural Airlines,0,near Zhukovsky In...,,,A1,https://aviation-safety.net/database/record.php?id=20190815-0
15-AUG-2019,Cessna 680A Citation Latitude,N8JR,JRM Air LLC,0,Elizabethton...,,,A1,https://aviation-safety.net/database/record.php?id=20190815-1
15-AUG-2019,DHC-6 Twin Otter 300,N322AV,Berry Aviation,0,San Marcos R...,,,A2,https://aviation-safety.net/database/record.php?id=20190815-2
16-AUG-2019,DHC-8-200,5Y-SLM,SafariLink,0,Kichwa Tembo...,,,A2,https://aviation-safety.net/database/record.php?id=20190816-0
18-AUG-2019,Boeing 757-251 (WL),N543US,Delta Air Lines,0,Ponta Delgad...,,,A2,https://aviation-safety.net/database/record.php?id=20190818-0
18-AUG-2019,Cessna 208B Grand Caravan EX,N879MA,Mokulele Airlines,0,Kapalua Airp...,,,A2,https://aviation-safety.net/database/record.php?id=20190818-1
21-AUG-2019,Cessna 560XL Citation Excel,N91GY,Delta Private Jets,0,Oroville Air...,,,A1,https://aviation-safety.net/database/record.php?id=20190821-0
21-AUG-2019,Cessna 208B Cargomaster,C-FEXE,Morningstar Air Express,0,Vancouver In...,,,A2,https://aviation-safety.net/database/record.php?id=20190821-1
21-AUG-2019,Cessna 750 Citation X,1060,Venezuela AF,0,Caracas/La C...,,,A1,https://aviation-safety.net/database/record.php?id=20190821-2
22-AUG-2019,Airbus A380-861,A6-EOP,Emirates,0,Dubai Airpor...,,,O2,https://aviation-safety.net/database/record.php?id=20190822-0
23-AUG-2019,Antonov An-2T,OK-TIR,Club Tiroler Adler,0,Gmunden Airf...,,,A2,https://aviation-safety.net/database/record.php?id=20190823-0
25-AUG-2019,Lockheed C-130A Hercules,N119TG,International Air Response,0,Santa Barbar...,,,A2,https://aviation-safety.net/database/record.php?id=20190825-0
27-AUG-2019,Cessna 560XL Citation Excel,VT-AVV,Air Charter Services,0,Aligarh Airport,,,A1,https://aviation-safety.net/database/record.php?id=20190827-0
27-AUG-2019,Airbus A330-343,B-5958,Air China,0,Beijing-Capi...,,,A1,https://aviation-safety.net/database/record.php?id=20190827-1
28-AUG-2019,Antonov An-2R,RA-40389,private,0,Selektsionny...,,,A1,https://aviation-safety.net/database/record.php?id=20190828-0
28-AUG-2019,Cessna 525 CitationJet CJ1+,D-ICEY,Lenox Handels und Speditions,0,Egelsbach Ai...,,,A2,https://aviation-safety.net/database/record.php?id=20190828-1
30-AUG-2019,Antonov An-2R,RA-33061,private,2,Lake Syuryun...,,,A1,https://aviation-safety.net/database/record.php?id=20190830-0
31-AUG-2019,Cessna 510 Citation Mustang,N551WH,Star Jet,0,El Monte-San...,,,A1,https://aviation-safety.net/database/record.php?id=20190831-0
01-SEP-2019,Beech B300 King Air 350,RP-C2296,Lionair Inc.,9,"Pansol, Cala...",,,A1,https://aviation-safety.net/database/record.php?id=20190901-0
01-SEP-2019,Airbus A330-202,5A-LAU,Libyan Airlines,0,Tripoli-Miti...,,,C2,https://aviation-safety.net/database/record.php?id=20190901-1
02-SEP-2019,BAe-125-700A,XB-PTW,private,2,near Nueva Cajolá,,,A1,https://aviation-safety.net/database/record.php?id=20190902-0
05-SEP-2019,Cessna 560XLS+ Citation XLS+,OE-GES,Skyline Aviation,0,Milano-Malpe...,,,A1,https://aviation-safety.net/database/record.php?id=20190905-0
07-SEP-2019,ATR 72-212A (ATR 72-600),HK-5041,"Regional Express Américas, opf Avianca",0,Manizales-La...,,,A2,https://aviation-safety.net/database/record.php?id=20190907-0
11-SEP-2019,Convair CV-440,N24DR,Ferreteria e Implementos San Francisco,2,near Toledo-Expre...,,,A1,https://aviation-safety.net/database/record.php?id=20190911-0
11-SEP-2019,Cessna 208 Caravan I,D-FIDI,", op.for GoJump",1,near Gransee Airf...,,,A1,https://aviation-safety.net/database/record.php?id=20190911-1
11-SEP-2019,BAe-125-700A,XB-SMV,private,0,"Chencoh, Ho...",,,C2,https://aviation-safety.net/database/record.php?id=20190911-2
16-SEP-2019,Cessna 208B Grand Caravan,PT-MHC,TwoFlex,0,near Manaus-Eduar...,,,A1,https://aviation-safety.net/database/record.php?id=20190916-0
18-SEP-2019,Viking Air DHC-6-400 Twin Otter,PK-CDC,"Rimbun Air, opb Carpediem Aviation",4,near Kampung Mamo...,,,A1,https://aviation-safety.net/database/record.php?id=20190918-0
20-SEP-2019,Cessna 208B Grand Caravan,N895SF,private,0,Pepperell Ai...,,,A2,https://aviation-safety.net/database/record.php?id=20190920-0
23-SEP-2019,Cessna 208B Grand Caravan EX,5H-AAM,Auric Air,2,Seronera Air...,,,A1,https://aviation-safety.net/database/record.php?id=20190923-0
23-SEP-2019,BN-2A-27 Islander,VP-MNI,FlyMontserrat,0,Montserrat-J...,,,A2,https://aviation-safety.net/database/record.php?id=20190923-1
24-SEP-2019,Cessna 208 Caravan,1917,Royal Rainmaking and Agricultural Aviation,2,"Moo 2, Sai Y...",,,A1,https://aviation-safety.net/database/record.php?id=20190924-0
24-SEP-2019,Cessna 208B Grand Caravan,YVO134,Bolívar Government,0,San Salvador...,,,A2,https://aviation-safety.net/database/record.php?id=20190924-1
30-SEP-2019,Gulfstream American G-1159 Gulfstre,XB-PVO,private,0,"Blue Creek, ...",,,A1,https://aviation-safety.net/database/record.php?id=20190930-0
30-SEP-2019,Antonov An-12BK,UR-CKL,Cavok Air,0,Liverpool In...,,,A2,https://aviation-safety.net/database/record.php?id=20190930-1
02-OCT-2019,Boeing B-17G Flying Fortress,N93012,The Collings Foundation,7,Windsor Lock...,,,A1,https://aviation-safety.net/database/record.php?id=20191002-0
04-OCT-2019,Antonov An-12BK,UR-CAH,Ukraine Air Alliance,5,near Lviv-Danylo ...,,,A1,https://aviation-safety.net/database/record.php?id=20191004-0
07-OCT-2019,Honda HA-420 HondaJet,N166HJ,Pro by Air,0,Charleston I...,,,A2,https://aviation-safety.net/database/record.php?id=20191007-0
07-OCT-2019,Hawker 800XP,N86MN,Delta Private Jets,0,Fort Myers-S...,,,A2,https://aviation-safety.net/database/record.php?id=20191007-1
10-OCT-2019,Antonov An-72,EK-72903,D.R. Congo AF,8,near Kole,,,A1,https://aviation-safety.net/database/record.php?id=20191010-0
11-OCT-2019,Fokker 50,5Y-IZO,Silverstone Air Services,0,near Nairobi-Wils...,,,A1,https://aviation-safety.net/database/record.php?id=20191011-0
11-OCT-2019,DHC-6 Twin Otter 100,N166DH,Skydive Georgia,0,Cedartown-Po...,,,A2,https://aviation-safety.net/database/record.php?id=20191011-1
17-OCT-2019,Saab 2000,N686PA,PenAir,1,Unalaska-Tom...,,,A1,https://aviation-safety.net/database/record.php?id=20191017-0
18-OCT-2019,Douglas DC-3C,N437GB,Atlantic Air Cargo,0,near Nassau-Lynde...,,,A1,https://aviation-safety.net/database/record.php?id=20191018-0
18-OCT-2019,Airbus CC-150 Polaris (A310-300),15001,RCAF,0,Trenton Cana...,,,O1,https://aviation-safety.net/database/record.php?id=20191018-1
22-OCT-2019,Basler Turbo 67 (DC-3T),FAS116,Salvadorian AF,0,San Salvador...,,,A2,https://aviation-safety.net/database/record.php?id=20191022-0
22-OCT-2019,Canadair CRJ-200LR,N8837B,"Endeavor Air, opf Delta Connection",0,near Atlanta Hart...,,,A2,https://aviation-safety.net/database/record.php?id=20191022-1
25-OCT-2019,Beech 200 Super King Air,,private,0,"Palajuyú, Si...",,,A1,https://aviation-safety.net/database/record.php?id=20191025-0
25-OCT-2019,Rockwell Sabreliner 65,N465BC,private,0,"Sipacate, Es...",,,A1,https://aviation-safety.net/database/record.php?id=20191025-1
26-OCT-2019,DHC-3T/M601 Turbine Otter,C-GBTU,Blue Water Aviation Services,3,"Family Lake,...",,,A1,https://aviation-safety.net/database/record.php?id=20191026-0
27-OCT-2019,Let L-410UVP,YI-BYO,Abeer Air Services,0,Kolnyang County,,,A1,https://aviation-safety.net/database/record.php?id=20191027-0
27-OCT-2019,Gulfstream American G-1159 Gulfstre,(N530GA),private,0,Vista Hermos...,,,C1,https://aviation-safety.net/database/record.php?id=20191027-1
02-JAN-2020,Antonov An-12A,-,Sudan AF,18,near Geneina Airp...,,,A1,https://aviation-safety.net/database/record.php?id=20200102-0
03-JAN-2020,Harbin Yunshuji Y-12 II,SCL-857,Sri Lanka AF,4,near Haputale,,,A1,https://aviation-safety.net/database/record.php?id=20200103-0
03-JAN-2020,Hawker 900XP,N805D,Million Air San Juan,0,San Juan-Fer...,,,A1,https://aviation-safety.net/database/record.php?id=20200103-1
04-JAN-2020,Beech B200 King Air,N200HF,"L.C. Whitford Co., Inc.",0,Morristown M...,,,A2,https://aviation-safety.net/database/record.php?id=20200104-0
05-JAN-2020,Beech B300 King Air 350,,L3 Technologies,2,Manda Bay-Ca...,,,C1,https://aviation-safety.net/database/record.php?id=20200105-0
08-JAN-2020,Boeing 737-8KV (WL),UR-PSR,Ukraine International Airlines,176,near Sabashahr,,,C1,https://aviation-safety.net/database/record.php?id=20200108-0
08-JAN-2020,Boeing 737-823 (WL),N929NN,American Airlines,0,New York-La ...,,,A2,https://aviation-safety.net/database/record.php?id=20200108-1
09-JAN-2020,Lockheed C-130BZ Hercules,403,South African AF,0,Goma Airport...,,,A1,https://aviation-safety.net/database/record.php?id=20200109-0
10-JAN-2020,Airbus A321-231 (WL),VQ-BRS,Nordwind Airlines,0,Antalya Airp...,,,A1,https://aviation-safety.net/database/record.php?id=20200110-0
16-JAN-2020,Beech B200 King Air,N547LM,LifeMed Alaska,0,near Unalaska-Tom...,,,A1,https://aviation-safety.net/database/record.php?id=20200116-0
19-JAN-2020,Swearingen SA227-AC Metro III,C-GWVH,Perimeter Aviation,0,Shamattawa A...,,,A2,https://aviation-safety.net/database/record.php?id=20200119-0
20-JAN-2020,DHC-8-314,C-GXAI,Air Inuit,0,Scheffervill...,,,A2,https://aviation-safety.net/database/record.php?id=20200120-0
23-JAN-2020,Lockheed EC-130Q Hercules,N134CG,Coulson Aviation,3,"near Cooma, NSW",,,A1,https://aviation-safety.net/database/record.php?id=20200123-0
23-JAN-2020,Cessna S550 Citation S/II,ZS-CAR,S.A. CAA,3,near Friemersheim,,,A1,https://aviation-safety.net/database/record.php?id=20200123-1
24-JAN-2020,Gulfstream G150,N373ML,Compass Aviation LLC,0,San Juan-Fer...,,,A2,https://aviation-safety.net/database/record.php?id=20200124-0
27-JAN-2020,MD-83,EP-CPZ,Caspian Airlines,0,Bandar Mahsh...,,,A1,https://aviation-safety.net/database/record.php?id=20200127-0
27-JAN-2020,Bombardier E-11A (Global Express),11-9358,USAF,2,near Sharana FOB,,,A1,https://aviation-safety.net/database/record.php?id=20200127-1
31-JAN-2020,Bombardier DHC-8-402Q Dash 8,C-FKWE,WestJet Encore,0,Terrace Airp...,,,A2,https://aviation-safety.net/database/record.php?id=20200131-0
01-FEB-2020,Boeing 747-412F (SCD),TC-MCT,"ACT Airlines, opf Saudi Arabian",0,Dammam-King ...,,,A2,https://aviation-safety.net/database/record.php?id=20200201-0
03-FEB-2020,Boeing 767-375ER,C-GHOZ,Air Canada,0,Madrid-Baraj...,,,I2,https://aviation-safety.net/database/record.php?id=20200203-0
03-FEB-2020,Boeing 747-412BCF,N703CK,Kalitta Air,0,Los Angeles ...,,,A2,https://aviation-safety.net/database/record.php?id=20200203-1
04-FEB-2020,Cessna 208B Grand Caravan,N454SF,Grant Aviation,0,Hooper Bay A...,,,A2,https://aviation-safety.net/database/record.php?id=20200204-0
05-FEB-2020,Boeing 737-86J (WL),TC-IZK,Pegasus Airlines,3,Istanbul-Sab...,,,A1,https://aviation-safety.net/database/record.php?id=20200205-0
06-FEB-2020,Cessna 208B Grand Caravan,N24MG,Redding Aero Enterprises Inc.,0,near Eureka-Murra...,,,A2,https://aviation-safety.net/database/record.php?id=20200206-0
07-FEB-2020,Boeing 757-256 (WL),TF-FIA,Icelandair,0,Keflavík Int...,,,A2,https://aviation-safety.net/database/record.php?id=20200207-0
07-FEB-2020,Cessna 208B Super Cargomaster,N988FX,"Mountain Air Cargo, opf FedEx",0,Baltimore/Wa...,,,A2,https://aviation-safety.net/database/record.php?id=20200207-1
08-FEB-2020,Cessna 501 Citation I/SP,N501RG,Remonia Air,4,"near Fairmount, GA",,,A1,https://aviation-safety.net/database/record.php?id=20200208-0
08-FEB-2020,Beech 200 Super King Air,CC-COT,Transportes Torreon,0,Rio Bueno-Fu...,,,O1,https://aviation-safety.net/database/record.php?id=20200208-1
09-FEB-2020,Boeing 737-524 (WL),VQ-BPS,Utair,0,Usinsk Airpo...,,,A2,https://aviation-safety.net/database/record.php?id=20200209-0
12-FEB-2020,Cessna 560 Citation Encore,N654CE,SC Cole Aviation LLC,0,"near Benbrook, TX",,,A2,https://aviation-safety.net/database/record.php?id=20200212-0
14-FEB-2020,Cessna 208 Caravan I,P2-MAI,MAF,0,Miyanmin Air...,,,A2,https://aviation-safety.net/database/record.php?id=20200214-0
20-FEB-2020,Antonov An-2T,RA-40642,T-Cement,0,Magadan-13 A...,,,A1,https://aviation-safety.net/database/record.php?id=20200220-0
20-FEB-2020,Beech B200 King Air,N860J,Lauren Engineers & Constructors,3,near Lake Coleman...,,,A1,https://aviation-safety.net/database/record.php?id=20200220-1
20-FEB-2020,Cessna 510 Citation Mustang,N163TC,private,0,Daytona Beac...,,,A2,https://aviation-safety.net/database/record.php?id=20200220-2
21-FEB-2020,DHC-3T Vazar Turbine Otter,C-FIUZ,Harbour Air,0,Vancouver-Co...,,,O2,https://aviation-safety.net/database/record.php?id=20200221-0
23-FEB-2020,Bombardier Challenger 605,C-GKCP,Canadian Pacific Railway,0,Calgary Inte...,,,A2,https://aviation-safety.net/database/record.php?id=20200223-0
24-FEB-2020,Swearingen SA227-DC Metro 23,C-GJVB,"Bearskin Airlines, opb Perimeter Aviation",0,Dryden Regio...,,,A2,https://aviation-safety.net/database/record.php?id=20200224-0
24-FEB-2020,DHC-6 Twin Otter 300,8Q-MBC,Trans Maldivian Airways,0,Kuredu Islan...,,,A2,https://aviation-safety.net/database/record.php?id=20200224-1
25-FEB-2020,Learjet 55,N135LR,Expectra Aviation Inc.,0,Belmar/Farmi...,,,A2,https://aviation-safety.net/database/record.php?id=20200225-0
25-FEB-2020,Boeing 737-301 (BDSF),PK-YSG,Trigana Air Service,0,Jayapura-Sen...,,,A2,https://aviation-safety.net/database/record.php?id=20200225-1
26-FEB-2020,Antonov An-2P,UP-A0001,Orlan 2000,0,near Ust-Kamenogo...,,,A1,https://aviation-safety.net/database/record.php?id=20200226-0
27-FEB-2020,Dassault Falcon 50,N951DJ,private,0,Toronto-Butt...,,,O1,https://aviation-safety.net/database/record.php?id=20200227-0
28-FEB-2020,Airbus A300B4-203(F),UP-A3003,Sigma Airlines,0,Sharjah Airp...,,,A2,https://aviation-safety.net/database/record.php?id=20200228-0
29-FEB-2020,Learjet 35A,N721EC,East Coast Jets,0,Altoona Airp...,,,A2,https://aviation-safety.net/database/record.php?id=20200229-0
03-MAR-2020,Cessna S550 Citation S/II,N45NC,private,0,Nashville-Jo...,,,O1,https://aviation-safety.net/database/record.php?id=20200303-0
03-MAR-2020,Dassault Falcon 2000,N519JD,"Caridad Aviation, LLC",0,Nashville-Jo...,,,O1,https://aviation-safety.net/database/record.php?id=20200303-1
03-MAR-2020,Cessna 525C CitationJet CJ4,N989CJ,Textron,0,Nashville-Jo...,,,O1,https://aviation-safety.net/database/record.php?id=20200303-2
03-MAR-2020,Bombardier Challenger 300,N819RS,Legacy Air LLC,0,Nashville-Jo...,,,O1,https://aviation-safety.net/database/record.php?id=20200303-3
03-MAR-2020,Beech 200 Super King Air,N186EB,Executive Business Aviation Inc,0,Nashville-Jo...,,,O1,https://aviation-safety.net/database/record.php?id=20200303-4
03-MAR-2020,Beech 200 Super King Air,N2PY,AT Aero LLC,0,Nashville-Jo...,,,O1,https://aviation-safety.net/database/record.php?id=20200303-5
03-MAR-2020,Learjet 55,N890AC,Jetleg Management,0,Nashville-Jo...,,,O1,https://aviation-safety.net/database/record.php?id=20200303-6
03-MAR-2020,Cirrus SF50 Vision Jet,N217CB,BBR Air,0,Nashville-Jo...,,,O1,https://aviation-safety.net/database/record.php?id=20200303-7
03-MAR-2020,Cessna 560 Citation Encore,N43NC,private,0,Nashville-Jo...,,,O1,https://aviation-safety.net/database/record.php?id=20200303-8
03-MAR-2020,Dassault Falcon 7X,N377EF,private,0,Nashville-Jo...,,,O1,https://aviation-safety.net/database/record.php?id=20200303-9
05-MAR-2020,Cessna 208B Super Cargomaster,N706FX,"FedEx, opb CSA Air",0,Rhinelander-...,,,A1,https://aviation-safety.net/database/record.php?id=20200305-0
06-MAR-2020,DHC-6 Vistaliner 300,N72GC,Grand Canyon Airlines,0,Boulder City...,,,A2,https://aviation-safety.net/database/record.php?id=20200306-0
08-MAR-2020,Boeing 767-3Q8ER,N477AX,Omni Air International,0,Shannon Airp...,,,A2,https://aviation-safety.net/database/record.php?id=20200308-0
09-MAR-2020,Gulfstream G-IVSP,M-YWAY,"Platinum Jet Co., Ltd.",0,Vientiane-Wa...,,,A2,https://aviation-safety.net/database/record.php?id=20200309-0
09-MAR-2020,Airbus A330-343,HS-TEU,Thai Airways International,0,Vientiane-Wa...,,,A2,https://aviation-safety.net/database/record.php?id=20200309-1
12-MAR-2020,Beech 200 Super King Air,HK-5075,private,2,Claura Arrib...,,,A1,https://aviation-safety.net/database/record.php?id=20200312-0
12-MAR-2020,DHC-3T Vazar Turbine Otter,C-GTMW,Martini Aviation Ltd.,0,Fort Langley...,,,A2,https://aviation-safety.net/database/record.php?id=20200312-1
13-MAR-2020,Cessna 525 CitationJet,YV3452,Unknown,2,Porlamar-del...,,,A1,https://aviation-safety.net/database/record.php?id=20200313-0
14-MAR-2020,Raytheon Hawker 800XP,N100AG,Gemini Air Group,0,Phoenix-Scot...,,,A1,https://aviation-safety.net/database/record.php?id=20200314-0
17-MAR-2020,Cessna 208B Super Cargomaster,N274PM,Planemasters,1,"near La Crosse, R...",,,A1,https://aviation-safety.net/database/record.php?id=20200317-0
19-MAR-2020,Cessna 208 Caravan I,P2-MAF,MAF,0,Yenkisa Airs...,,,A2,https://aviation-safety.net/database/record.php?id=20200319-0
22-MAR-2020,Hawker Siddeley HS-125-F400B,(XB-PNK),private,0,near Caballo Blan...,,,A1,https://aviation-safety.net/database/record.php?id=20200322-0
29-MAR-2020,IAI 1124A Westwind II,RP-C5880,Lionair Inc.,8,Manila-Ninoy...,,,A1,https://aviation-safety.net/database/record.php?id=20200329-0
05-APR-2020,Antonov An-26,UP-AN601,Libyan National Army,,near Tarhuna,,,C1,https://aviation-safety.net/database/record.php?id=20200405-0
19-APR-2020,BAe-125-700A,N700NW,private,2,"near Las Cruces, ...",,,A1,https://aviation-safety.net/database/record.php?id=20200419-0
20-APR-2020,BAe-125-800A,N375TC,private,0,Laguna del T...,,,C1,https://aviation-safety.net/database/record.php?id=20200420-0
23-APR-2020,Lockheed C-130J-30 Super Hercules,11-5736,USAF,0,Ramstein AFB...,,,A1,https://aviation-safety.net/database/record.php?id=20200423-0
24-APR-2020,IAI 1125 Astra SP,YV3427,Inversiones SC 2012,0,Fort Lauderd...,,,A2,https://aviation-safety.net/database/record.php?id=20200424-0
