,date,type,registration,operator,fat.,location,Unnamed: 6,pic,cat,url
580,20-JAN-2014,BN-2A-27 Islander,YR-BNP,Scoala Superioara de Aviatie Civila,2.0,"near Petreasa, Alba",,,A1,https://aviation-safety.net/database/record.php?id=20140120-0
581,20-JAN-2014,Antonov An-28,UP-A2805,Unknown,0.0,near Addis Ababa-...,,,A1,https://aviation-safety.net/database/record.php?id=20140120-1
582,22-JAN-2014,Cessna 500 Citation I,OY-JAI,L'Easy,0.0,near Roskilde Air...,,,A2,https://aviation-safety.net/database/record.php?id=20140122-0
583,22-JAN-2014,Antonov An-24RV,RA-46473,Pskovavia,0.0,Moskva-Domod...,,,A1,https://aviation-safety.net/database/record.php?id=20140122-1
584,26-JAN-2014,Boeing 737-3B7 (SF),ZK-TLC,"Airwork NZ, op.for Pacific Air Express",0.0,Honiara-Hend...,,,A1,https://aviation-safety.net/database/record.php?id=20140126-0
585,28-JAN-2014,Saab 2000,HB-IZG,"Darwin Airline, op.for Etihad Regional",0.0,Paris-Charle...,,,A1,https://aviation-safety.net/database/record.php?id=20140128-0
586,29-JAN-2014,DHC-8-202Q Dash 8,OY-GRI,Air Greenland,0.0,Ilulissat Ai...,,,A1,https://aviation-safety.net/database/record.php?id=20140129-0
587,31-JAN-2014,MD-88,N921DL,Delta Air Lines,0.0,Atlanta-Will...,,,A2,https://aviation-safety.net/database/record.php?id=20140131-0
588,01-FEB-2014,Boeing 737-9GPER (WL),PK-LFH,Lion Air,0.0,Surabaya-Jua...,,,A2,https://aviation-safety.net/database/record.php?id=20140201-0
589,02-FEB-2014,Airbus A320-231,EY-623,East Air,0.0,Kulob Airpor...,,,A2,https://aviation-safety.net/database/record.php?id=20140202-0
590,03-FEB-2014,Cessna 525 CitationJet,N61YP,Brink Constructors,0.0,Elk City-Reg...,,,A1,https://aviation-safety.net/database/record.php?id=20140203-0
591,04-FEB-2014,Xian MA60,B-3455,Joy Air,0.0,Zhengzhou-Xi...,,,A2,https://aviation-safety.net/database/record.php?id=20140204-0
592,06-FEB-2014,Viking Air DHC-6 Twin Otter 400,RA-67282,Chukotavia,0.0,Anadyr Airpo...,,,A2,https://aviation-safety.net/database/record.php?id=20140206-0
593,07-FEB-2014,Boeing 737-86J (WL),TC-CCP,Pegasus Airlines,0.0,Istanbul-Sab...,,,H2,https://aviation-safety.net/database/record.php?id=20140207-0
594,10-FEB-2014,Cessna 208B Supervan 900,ZS-EPZ,Federal Air,0.0,Mala Mala Ai...,,,A2,https://aviation-safety.net/database/record.php?id=20140210-0
595,11-FEB-2014,Lockheed C-130H-30 Hercules,7T-WHM,Algerian AF,76.0,near Aïn Kercha,,,A1,https://aviation-safety.net/database/record.php?id=20140211-0
596,12-FEB-2014,BAe-125-700B,RA-02801,Sirius-Aero,0.0,Moskva-Vnuko...,,,A1,https://aviation-safety.net/database/record.php?id=20140212-0
597,12-FEB-2014,ATR 42-300,EI-BYO,Aer Arann,0.0,Shannon Airp...,,,O1,https://aviation-safety.net/database/record.php?id=20140212-1
598,14-FEB-2014,Hawker Siddeley HS-125-F400A,VP-BKK,Jetsteff Aviation,0.0,Bournemouth ...,,,O1,https://aviation-safety.net/database/record.php?id=20140214-0
599,15-FEB-2014,Lockheed P-3C Orion,159329,US Navy,0.0,Atsugi NAS (...,,,O1,https://aviation-safety.net/database/record.php?id=20140215-0
600,15-FEB-2014,Lockheed P-3C Orion,159503,US Navy,0.0,Atsugi NAS (...,,,O1,https://aviation-safety.net/database/record.php?id=20140215-1
601,15-FEB-2014,Lockheed P-3C Orion,161338,US Navy,0.0,Atsugi NAS (...,,,O1,https://aviation-safety.net/database/record.php?id=20140215-2
602,15-FEB-2014,Cessna 501 Citation I/SP,C-GKPC,Kelly Panteluk Construction,0.0,Stella Maris...,,,A1,https://aviation-safety.net/database/record.php?id=20140215-3
603,15-FEB-2014,Lockheed P-3C Orion,160283,US Navy,0.0,Atsugi NAS (...,,,O1,https://aviation-safety.net/database/record.php?id=20140215-4
604,15-FEB-2014,Lockheed OP-3C Orion,9133,Japanese Navy,0.0,Atsugi NAS (...,,,O1,https://aviation-safety.net/database/record.php?id=20140215-5
605,15-FEB-2014,Lockheed P-3C Orion,5026,Japanese Navy,0.0,Atsugi NAS (...,,,O1,https://aviation-safety.net/database/record.php?id=20140215-6
606,15-FEB-2014,Lockheed P-3C Orion,5049,Japanese Navy,0.0,Atsugi NAS (...,,,O1,https://aviation-safety.net/database/record.php?id=20140215-7
607,16-FEB-2014,DHC-6 Twin Otter 300,9N-ABB,Nepal Airlines,18.0,near Sandhikhark,,,A1,https://aviation-safety.net/database/record.php?id=20140216-0
608,17-FEB-2014,Boeing 767-3BGER,ET-AMF,Ethiopian Airlines,0.0,Genève-Coint...,,,H2,https://aviation-safety.net/database/record.php?id=20140217-0
609,17-FEB-2014,BAe BAe-748-371 Srs. 2B LFD,5Y-HAJ,"Global Airlift, op.for IOM",1.0,Rubkona Airport,,,A1,https://aviation-safety.net/database/record.php?id=20140217-1
610,17-FEB-2014,Boeing 737-8K2 (WL),G-GDFC,Jet2,0.0,Funchal Airp...,,,A2,https://aviation-safety.net/database/record.php?id=20140217-2
611,19-FEB-2014,Beech B100 King Air,N811BL,TDC Aviation,1.0,near Pearland Reg...,,,A1,https://aviation-safety.net/database/record.php?id=20140219-0
612,20-FEB-2014,ATR 72-212A (ATR 72-600),VH-FVR,Virgin Australia Regional,0.0,"near Sydney, NSW",,,A2,https://aviation-safety.net/database/record.php?id=20140220-0
613,21-FEB-2014,Antonov An-26,5A-DOW,Libyan Air Cargo,11.0,near Grombalia,,,A1,https://aviation-safety.net/database/record.php?id=20140221-0
614,22-FEB-2014,Boeing 737-86N (WL),OK-TVT,Travel Service Airlines,0.0,Terceira-Laj...,,,A2,https://aviation-safety.net/database/record.php?id=20140222-0
615,25-FEB-2014,Embraer EMB-120RT Brasilia,D2-FFZ,Guicango,0.0,near Lukapa Airpo...,,,A2,https://aviation-safety.net/database/record.php?id=20140225-0
616,27-FEB-2014,Boeing 737-36Q (WL),C-GICN,Canadian North,0.0,Winnipeg-Jam...,,,A2,https://aviation-safety.net/database/record.php?id=20140227-0
617,02-MAR-2014,Antonov An-26,1177,Yemen AF,0.0,near Hadhramaut,,,A2,https://aviation-safety.net/database/record.php?id=20140302-0
618,03-MAR-2014,Dassault Falcon 20E,EP-FIC,"Iran Civil Aviation Organization, opb Iran Aseman Airlines",4.0,near Kish Island ...,,,A1,https://aviation-safety.net/database/record.php?id=20140303-0
619,06-MAR-2014,Bombardier Global 6000,EC-LTF,TAG Aviation España,0.0,Glasgow-Pres...,,,A2,https://aviation-safety.net/database/record.php?id=20140306-0
620,08-MAR-2014,Boeing 777-2H6ER,9M-MRO,Malaysia Airlines,239.0,within Indian Ocean,,,A1,https://aviation-safety.net/database/record.php?id=20140308-0
621,09-MAR-2014,ATR 42-300,C-FJYV,Calm Air International,0.0,Churchill Ai...,,,A1,https://aviation-safety.net/database/record.php?id=20140309-0
622,12-MAR-2014,Cessna 208B Grand Caravan,,PENAS,0.0,Pogapa Airstrip,,,A2,https://aviation-safety.net/database/record.php?id=20140312-0
623,13-MAR-2014,Airbus A320-214,N113UW,US Airways,0.0,Philadelphia...,,,A1,https://aviation-safety.net/database/record.php?id=20140313-0
624,16-MAR-2014,Cessna 500 Citation I,N125DS,JJ Aeronautics,0.0,Zephyrhills ...,,,A2,https://aviation-safety.net/database/record.php?id=20140316-0
625,26-MAR-2014,ATR 72-212A (ATR 72-600),9M-LMH,Malindo Airways,0.0,near Kuala Lumpur...,,,A1,https://aviation-safety.net/database/record.php?id=20140326-0
626,27-MAR-2014,Beech B200 King Air,VT-HRA,State of Haryana Government,0.0,Chandigarh A...,,,A1,https://aviation-safety.net/database/record.php?id=20140327-0
627,28-MAR-2014,Lockheed C-130J-30 Super Hercules,KC-3803,Indian AF,5.0,Karauli dist...,,,A1,https://aviation-safety.net/database/record.php?id=20140328-0
628,28-MAR-2014,Fokker 100,PR-OAF,Avianca Brasil,0.0,Brasília-Jus...,,,A1,https://aviation-safety.net/database/record.php?id=20140328-1
629,01-APR-2014,Airbus A321-231,D-AISQ,Lufthansa,0.0,München-Fran...,,,H2,https://aviation-safety.net/database/record.php?id=20140401-0
630,08-APR-2014,Cessna 208B Grand Caravan,N126AR,Hageland Aviation Services,2.0,"near Bethel, AK",,,A1,https://aviation-safety.net/database/record.php?id=20140408-0
631,10-APR-2014,Learjet 25D,PT-OHD,private,0.0,within Venezuela,,,O1,https://aviation-safety.net/database/record.php?id=20140410-0
632,14-APR-2014,Airbus A320-232,XY-AGT,Golden Myanmar Airlines,0.0,Yangon-Minga...,,,A1,https://aviation-safety.net/database/record.php?id=20140414-0
633,14-APR-2014,Airbus A319-112,XY-AGR,Myanmar Airways International,0.0,Yangon-Minga...,,,A2,https://aviation-safety.net/database/record.php?id=20140414-1
634,19-APR-2014,BAe-125-700A,XA-UKR,LACSA,8.0,near Saltillo-Pla...,,,A1,https://aviation-safety.net/database/record.php?id=20140419-0
635,19-APR-2014,Embraer ERJ-190,F-HBLF,"HOP!, opb Régional",0.0,Paris-Charle...,,,A2,https://aviation-safety.net/database/record.php?id=20140419-1
636,20-APR-2014,Fokker 50,5Y-VVJ,Blue Bird Aviation,0.0,Guri'el Airs...,,,A1,https://aviation-safety.net/database/record.php?id=20140420-0
637,23-APR-2014,PADC/BN-2T Islander,P2-SBC,Sunbird Aviation,0.0,Kikori Airpo...,,,A2,https://aviation-safety.net/database/record.php?id=20140423-0
638,25-APR-2014,Antonov An-2,UR-ABAB,private,0.0,Kramatorsk A...,,,C1,https://aviation-safety.net/database/record.php?id=20140425-0
639,29-APR-2014,Boeing 737-476 (SF),EI-STD,Air Contractors,0.0,East Midland...,,,A1,https://aviation-safety.net/database/record.php?id=20140429-0
640,29-APR-2014,DHC-8-402Q Dash 8,5N-BPT,Aerocontractors,0.0,Lagos-Murtal...,,,A2,https://aviation-safety.net/database/record.php?id=20140429-1
641,08-MAY-2014,Boeing 737-4Y0,YA-PIB,Ariana Afghan Airlines,0.0,Kabul Airpor...,,,A1,https://aviation-safety.net/database/record.php?id=20140508-0
642,08-MAY-2014,Douglas DC-3C,HK-4700,ALIANSA Colombia,5.0,near San Vicente ...,,,A1,https://aviation-safety.net/database/record.php?id=20140508-1
643,09-MAY-2014,Antonov An-2T,RF-00446,"DOSAAF, op.for Lipetsk Aero Club",0.0,"Terbuny, Lip...",,,A1,https://aviation-safety.net/database/record.php?id=20140509-0
644,09-MAY-2014,Cessna 525C Citation CJ4,N718MV,Capital City Jet Center,0.0,Columbus-Ric...,,,A2,https://aviation-safety.net/database/record.php?id=20140509-1
645,10-MAY-2014,Fokker 100,EP-ASZ,Iran Aseman Airlines,0.0,Zahedan Airp...,,,A1,https://aviation-safety.net/database/record.php?id=20140510-0
646,10-MAY-2014,Fokker 100,5N-SIK,IRS Airlines,0.0,Ganla,,,A1,https://aviation-safety.net/database/record.php?id=20140510-1
647,12-MAY-2014,Harbin Yunshuji Y-12 II,KAF124,Kenyan AF,1.0,El Wak,,,A1,https://aviation-safety.net/database/record.php?id=20140512-0
648,17-MAY-2014,Antonov An-74TK-300,RDPL-34020,Laos Government,16.0,near Xieng Khouan...,,,A1,https://aviation-safety.net/database/record.php?id=20140517-0
649,19-MAY-2014,Beech 200 Super King Air,,private,0.0,southern Apu...,,,C1,https://aviation-safety.net/database/record.php?id=20140519-0
650,22-MAY-2014,Cessna 525 CitationJet CJ1,N203BG,Barber Aviation,0.0,Mount Airy/S...,,,A2,https://aviation-safety.net/database/record.php?id=20140522-0
651,26-MAY-2014,Yakovlev Yak-40,UR-MMK,Constanta,0.0,Donetsk Airp...,,,C1,https://aviation-safety.net/database/record.php?id=20140526-0
652,27-MAY-2014,Beech B200 Super King Air,LV-CNT,Kowzef S.A.,5.0,near Carmelo/Zaga...,,,A1,https://aviation-safety.net/database/record.php?id=20140527-0
653,27-MAY-2014,Antonov An-74T-200,15-2254,Iranian Revolutionary Guard,0.0,Yazd Airport...,,,A1,https://aviation-safety.net/database/record.php?id=20140527-1
654,28-MAY-2014,Embraer EMB-140 (ERJ-135KL),N299SK,"AmericanConnection, opb Chautauqua Airlines",0.0,Traverse Cit...,,,A2,https://aviation-safety.net/database/record.php?id=20140528-0
655,28-MAY-2014,Beech 300 Super King Air,,private,0.0,"near Bruzual, Apure",,,O1,https://aviation-safety.net/database/record.php?id=20140528-1
656,30-MAY-2014,DHC-3T Texas Turbine Otter,N3125N,Alaska Air Taxi,0.0,"near Homer, AK",,,A2,https://aviation-safety.net/database/record.php?id=20140530-0
657,30-MAY-2014,Hawker Siddeley HS-748,C-FFFS,Wasaya Airways,0.0,Pickle Lake ...,,,A2,https://aviation-safety.net/database/record.php?id=20140530-1
658,30-MAY-2014,ATR 42-500,PR-TKB,TOTAL Linhas Aéreas,0.0,Coari-Urucu ...,,,A1,https://aviation-safety.net/database/record.php?id=20140530-2
659,31-MAY-2014,Gulfstream G-IV,N121JM,"Arizin Ventures, owb SK Travel",7.0,Bedford-Hans...,,,A1,https://aviation-safety.net/database/record.php?id=20140531-0
660,02-JUN-2014,Beech B200 King Air,PNC-0225,Colombian Police,0.0,near Bahía Solano...,,,A1,https://aviation-safety.net/database/record.php?id=20140602-0
661,02-JUN-2014,Swearingen SA226-AT Merlin IV,N120SC,McNeely Charter Service,0.0,Dayton-Mark ...,,,A2,https://aviation-safety.net/database/record.php?id=20140602-1
662,03-JUN-2014,Ilyushin Il-96-300,RA-96010,Aeroflot,0.0,Moskva-Shere...,,,O1,https://aviation-safety.net/database/record.php?id=20140603-0
663,06-JUN-2014,Antonov An-30B,80 yellow,Ukraine Air Force,5.0,near Drobyshevo,,,C1,https://aviation-safety.net/database/record.php?id=20140606-0
664,06-JUN-2014,BAe-125-700A,N770PJ ?,Unknown,,Apure,,,C1,https://aviation-safety.net/database/record.php?id=20140606-1
665,07-JUN-2014,Antonov An-2,RF-02883,private,1.0,"near Rybinsk, Yar...",,,A1,https://aviation-safety.net/database/record.php?id=20140607-0
666,08-JUN-2014,Antonov An-2T,SP-FDZ,Aeroklub Warminsko-Mazurski,0.0,near Olsztyn/Dajt...,,,A1,https://aviation-safety.net/database/record.php?id=20140608-0
667,08-JUN-2014,Boeing 737-33A,AP-BLF,Air Indus,0.0,Karachi-Jinn...,,,C1,https://aviation-safety.net/database/record.php?id=20140608-1
668,11-JUN-2014,ATR 72-212A (ATR 72-600),PK-WGK,Wings Air,0.0,Surabaya-Jua...,,,A2,https://aviation-safety.net/database/record.php?id=20140611-0
669,21-NOV-2014,Embraer Phenom 100,N584JS,JetSuite,0,Houston-Suga...,,,A1,https://aviation-safety.net/database/record.php?id=20141121-0
670,24-NOV-2014,Gulfstream Aerospace G-1159A Gulfst,N103CD,World Heir,0,London-Biggi...,,,A1,https://aviation-safety.net/database/record.php?id=20141124-0
671,24-NOV-2014,Boeing 737-883,LN-RRS,SAS,0,Stavanger-So...,,,A2,https://aviation-safety.net/database/record.php?id=20141124-1
672,25-NOV-2014,Beech B300 King Air 350,RA-02778,Air Samara,0,Samara-Kurum...,,,A2,https://aviation-safety.net/database/record.php?id=20141125-0
673,27-NOV-2014,Lockheed C-130M Hercules,2470,Brazilian AF,0,Teniente Rod...,,,A2,https://aviation-safety.net/database/record.php?id=20141127-0
674,01-DEC-2014,Lockheed C-130H Hercules,88-4404,USAF,0,"near Mackall AAF, NC",,,A1,https://aviation-safety.net/database/record.php?id=20141201-0
675,01-DEC-2014,Alenia C-27J Spartan,10-27030,US Army,0,"near Mackall AAF, NC",,,A2,https://aviation-safety.net/database/record.php?id=20141201-1
676,04-DEC-2014,Cessna 208B Grand Caravan,V3-HHU,Tropic Air,0,Belize City ...,,,A1,https://aviation-safety.net/database/record.php?id=20141204-0
677,04-DEC-2014,ATR 72-202,D-ANFE,"Avanti Air, opf Darwin Airline",0,Zürich-Klote...,,,A2,https://aviation-safety.net/database/record.php?id=20141204-1
678,07-DEC-2014,Beech B99,VQ-THL,interCaribbean Airways,0,Providencial...,,,A2,https://aviation-safety.net/database/record.php?id=20141207-0
679,08-DEC-2014,Embraer Phenom 100,N100EQ,Sage Aviation,3+ 3,near Gaithersburg...,,,A1,https://aviation-safety.net/database/record.php?id=20141208-0
680,09-DEC-2014,Rockwell Sabreliner 60ELXM,XB-KLQ,Unknown,,within Venezuela,,,C1,https://aviation-safety.net/database/record.php?id=20141209-0
681,12-DEC-2014,Antonov An-32B,SCM-864,Sri Lanka AF,5,Hokandara,,,A1,https://aviation-safety.net/database/record.php?id=20141212-0
682,12-DEC-2014,Antonov An-26B,UP-AN608,Burundaiavia,0,Obo-Mission ...,,,A1,https://aviation-safety.net/database/record.php?id=20141212-1
683,12-DEC-2014,Boeing 737-76N (WL),N7710A,Southwest Airlines,0,Baltimore/Wa...,,,A2,https://aviation-safety.net/database/record.php?id=20141212-2
684,13-DEC-2014,Cessna 208B Grand Caravan,N208B,private,0,Brittas Hous...,,,A2,https://aviation-safety.net/database/record.php?id=20141213-0
685,18-DEC-2014,Learjet 25D,N265TW,T-Air,2,near Champotón,,,A1,https://aviation-safety.net/database/record.php?id=20141218-0
686,21-DEC-2014,Dornier 228-212,B-55565,Daily Air,0,Taitung Airp...,,,A2,https://aviation-safety.net/database/record.php?id=20141221-0
687,22-DEC-2014,DHC-6 Twin Otter 300,XA-UOA,Transportes Aéreos Terrestres,0,Tequesquiten...,,,A2,https://aviation-safety.net/database/record.php?id=20141222-0
688,28-DEC-2014,Airbus A320-216,PK-AXC,Indonesia AirAsia,162,Karimata Strait,,,A1,https://aviation-safety.net/database/record.php?id=20141228-0
689,28-DEC-2014,BN-2A-26 Islander,8R-GHE,ASL,2,within Guyana,,,A1,https://aviation-safety.net/database/record.php?id=20141228-1
690,28-DEC-2014,Antonov An-26,4L-AFS,AG Air,6,near Uvira,,,A1,https://aviation-safety.net/database/record.php?id=20141228-2
691,30-DEC-2014,Boeing 737-4H6,AP-BJN,Shaheen Air,0,Lahore-Allam...,,,A1,https://aviation-safety.net/database/record.php?id=20141230-0
692,30-DEC-2014,Cessna 208B Grand Caravan,N950FE,"FedEx, opb Baron Aviation",0,Roswell Inte...,,,A2,https://aviation-safety.net/database/record.php?id=20141230-1
693,??-???-2014,Antonov An-2R,UR-33587,Ukraerorukh,0,Lugansk Airp...,,,O1,https://aviation-safety.net/database/record.php?id=20149999-0
694,??-???-2014,Learjet 60XR,XA-JWM,Unknown,0,Fort Lauderd...,,,O1,https://aviation-safety.net/database/record.php?id=20149999-1
695,13-JUN-2014,Cessna 525 CitationJet CJ1,PP-PIM,Planalto Indústria Mecânica,0,Aruanã Airpo...,,,A1,https://aviation-safety.net/database/record.php?id=20140613-0
696,13-JUN-2014,Airbus A310-304,EP-MNX,Mahan Air,0,Tehran-Imam ...,,,O2,https://aviation-safety.net/database/record.php?id=20140613-1
697,14-JUN-2014,Ilyushin Il-76MD,76777,Ukraine Air Force,49,near Lugansk Airp...,,,C1,https://aviation-safety.net/database/record.php?id=20140614-0
698,15-JUN-2014,Lockheed SP-2H Neptune,N4692A,"Minden Air Corporation, opf",0,Fresno Yosem...,,,A1,https://aviation-safety.net/database/record.php?id=20140615-0
699,17-JUN-2014,Cessna 208 Caravan I,3006,South African AF,3,"near Lydenburg, M...",,,A1,https://aviation-safety.net/database/record.php?id=20140617-0
700,18-JUN-2014,IAI 1124A Westwind II,N793BG,Synfuels Holdings Finance,3,Huntsville I...,,,A1,https://aviation-safety.net/database/record.php?id=20140618-0
701,19-JUN-2014,Cessna 208B Grand Caravan,N208SM,Grant Aviation,0,"near Egegik, AK",,,A2,https://aviation-safety.net/database/record.php?id=20140619-0
702,20-JUN-2014,Boeing 767-36NER,N768NA,Omni Air International,0,Kabul Airpor...,,,A2,https://aviation-safety.net/database/record.php?id=20140620-0
703,23-JUN-2014,Learjet 35A,D-CGFI,GFD,2,near Olsberg-Elpe,,,A1,https://aviation-safety.net/database/record.php?id=20140623-0
704,24-JUN-2014,Airbus A310-324ET,AP-BGN,PIA,1,near Peshawar-Bac...,,,C2,https://aviation-safety.net/database/record.php?id=20140624-0
705,27-JUN-2014,Beech A200 Super King Air,9Q-CAJ,"Air Tropiques, opf UN",0,Bukavu-Kavum...,,,A2,https://aviation-safety.net/database/record.php?id=20140627-0
706,28-JUN-2014,Boeing 737-8AS (WL),EI-DLJ,Ryanair,0,London-Stans...,,,A2,https://aviation-safety.net/database/record.php?id=20140628-0
707,28-JUN-2014,Boeing 737-8AS (WL),EI-ENL,Ryanair,0,London-Stans...,,,A2,https://aviation-safety.net/database/record.php?id=20140628-1
708,29-JUN-2014,Airbus A330-223F,9M-MUC,"Malaysia Airlines, opf THY",0,Astana Inter...,,,A2,https://aviation-safety.net/database/record.php?id=20140629-0
709,02-JUL-2014,Fokker 50,5Y-CET,Skyward International Aviation,4,near Nairobi-Jomo...,,,A1,https://aviation-safety.net/database/record.php?id=20140702-0
710,04-JUL-2014,Airbus A320-232,LZ-MDB,Air VIA,0,Leipzig Airp...,,,A2,https://aviation-safety.net/database/record.php?id=20140704-0
711,06-JUL-2014,BN-2A Islander,9Q-CYA,ITAB,0,near Chirundu,,,A1,https://aviation-safety.net/database/record.php?id=20140706-0
712,06-JUL-2014,BN-2A-26 Islander,8R-GGY,Domestic Airways,0,Monkey Mount...,,,A1,https://aviation-safety.net/database/record.php?id=20140706-1
713,07-JUL-2014,BAe-125-800B,RA-02806,Sirius-Aero,0,Moskva-Vnuko...,,,A1,https://aviation-safety.net/database/record.php?id=20140707-0
714,10-JUL-2014,ATR 72-212A (ATR 72-500),5H-PWA,Precision Air,0,Kilimanjaro ...,,,A2,https://aviation-safety.net/database/record.php?id=20140710-0
715,14-JUL-2014,Antonov An-26,19 blue,Ukraine Air Force,2,near Izvaryne,,,C1,https://aviation-safety.net/database/record.php?id=20140714-0
