,date,type,registration,operator,fat.,location,Unnamed: 6,pic,cat,url
43,15-NOV-2012,Fokker 50,5Y-CAN,Skyward International Aviation,0,Aweil Airport,,,A1,https://aviation-safety.net/database/record.php?id=20121115-0
44,16-NOV-2012,Airbus A300B4-203F,EI-EAC,"Air Contractors, op.for DHL Aviation",0,Bratislava-M...,,,A1,https://aviation-safety.net/database/record.php?id=20121116-0
45,17-NOV-2012,Cessna 550 Citation II,N6763L,U.S. Customs,0,Greenwood Co...,,,A1,https://aviation-safety.net/database/record.php?id=20121117-0
46,18-NOV-2012,Cessna 208B Grand Caravan,C-GAGP,Gogal Air Service,1,near Snow Lake Ai...,,,A2,https://aviation-safety.net/database/record.php?id=20121118-0
47,19-NOV-2012,Antonov An-26,3X-GFN,"Trast Aero, op.for Ultimate Air",0,Yida Airstrip,,,A1,https://aviation-safety.net/database/record.php?id=20121119-0
48,21-NOV-2012,Antonov An-26,420,Yemen AF,10,near Sana'a Inter...,,,A1,https://aviation-safety.net/database/record.php?id=20121121-0
49,21-NOV-2012,Antonov An-26B-100,RA-26061,Polyarnye Avialinii,0,Deputatskiy ...,,,A1,https://aviation-safety.net/database/record.php?id=20121121-1
50,25-NOV-2012,Antonov An-2R,RA-33589,Aeroclub Maestro,1,Yugorsk-2 Ai...,,,A1,https://aviation-safety.net/database/record.php?id=20121125-0
51,27-NOV-2012,Embraer EMB-120ER Brasilia,D6-HUA,Inter Iles Air,0,near Moroni-Princ...,,,A1,https://aviation-safety.net/database/record.php?id=20121127-0
52,29-NOV-2012,Cessna 208B Grand Caravan,N1324G,Martinaire,0,near Bryans Corne...,,,A1,https://aviation-safety.net/database/record.php?id=20121129-0
53,30-NOV-2012,Ilyushin Il-76T,EK-76300,"Air Highnesses, op.for Aéro-Service",7+ 25,near Brazzaville-...,,,A1,https://aviation-safety.net/database/record.php?id=20121130-0
54,03-DEC-2012,Cessna 208B Grand Caravan,N169LJ,Era Alaska,0,near Mekoryuk-Ell...,,,A2,https://aviation-safety.net/database/record.php?id=20121203-0
55,05-DEC-2012,AMI C-47TP (DC-3T),6840,South African AF,11,Giant's Cast...,,,A1,https://aviation-safety.net/database/record.php?id=20121205-0
56,05-DEC-2012,Canadair CRJ-200LR,N411ZW,"Air Wisconsin, op.for US Airways Express",0,near New York-La ...,,,A2,https://aviation-safety.net/database/record.php?id=20121205-1
57,07-DEC-2012,BN-2A-7 Islander,XC-UPJ,Nayarit State Government,0,La Yesca Air...,,,A1,https://aviation-safety.net/database/record.php?id=20121207-0
58,09-DEC-2012,Learjet 25,N345MC,Starwood Management,7,near Iturbide,,,A1,https://aviation-safety.net/database/record.php?id=20121209-0
59,11-DEC-2012,Lockheed HC-130P Hercules,65-0981,USAF,,within Afghanistan,,,U1,https://aviation-safety.net/database/record.php?id=20121211-0
60,17-DEC-2012,Antonov An-26-100,OB-1887-P,Amazon Sky,4,Tomas Distri...,,,A1,https://aviation-safety.net/database/record.php?id=20121217-0
61,17-DEC-2012,Learjet 24,,Unknown,0,Hyderabad-Be...,,,O1,https://aviation-safety.net/database/record.php?id=20121217-1
62,19-DEC-2012,Beech B100 King Air,N499SW,Stinger Welding,2,near Libby Airpor...,,,A1,https://aviation-safety.net/database/record.php?id=20121219-0
63,20-DEC-2012,Basler Turbo 67 (DC-3T),C-GEAI,"Kenn Borek Air, op.for ALCI Aviation",0,Holtanna Gla...,,,A2,https://aviation-safety.net/database/record.php?id=20121220-0
64,21-DEC-2012,Cessna 550 Citation II,N753CC,U.S. Customs,0,Oklahoma Cit...,,,A1,https://aviation-safety.net/database/record.php?id=20121221-0
65,22-DEC-2012,Swearingen SA227-AC Metro III,C-GFWX,Perimeter Aviation,1,Sanikiluaq A...,,,A1,https://aviation-safety.net/database/record.php?id=20121222-0
66,25-DEC-2012,Fokker 100,XY-AGC,Air Bagan,1+ 1,near Heho Airport...,,,A1,https://aviation-safety.net/database/record.php?id=20121225-0
67,25-DEC-2012,Antonov An-72-100,UP-72859,Kazakhstan Border Guards,27,near Shymkent Air...,,,A1,https://aviation-safety.net/database/record.php?id=20121225-1
68,29-DEC-2012,Tupolev Tu-204-100V,RA-64047,Red Wings Airlines,5,Moskva-Vnuko...,,,A1,https://aviation-safety.net/database/record.php?id=20121229-0
69,31-DEC-2012,BAe 3101 Jetstream 31,HR-AWG,EasySky,0,San Pedro Su...,,,A2,https://aviation-safety.net/database/record.php?id=20121231-0
70,??-???-2012,Let L-410UVP,3D-SPL,ETA Air Charter,,Caia Airport...,,,U1,https://aviation-safety.net/database/record.php?id=20129999-0
0,02-JAN-2013,Saab 340A,LV-BMD,SOL Líneas Aéreas,0,Mendoza-El P...,,,A1,https://aviation-safety.net/database/record.php?id=20130102-0
1,04-JAN-2013,BN-2A-27 Islander,YV2615,Transaereo 5074,6,between Los ...,,,A1,https://aviation-safety.net/database/record.php?id=20130104-0
2,08-JAN-2013,Let L-410UVP-E9,CP-2382,Aeroeste,0,Santa Cruz-E...,,,A2,https://aviation-safety.net/database/record.php?id=20130108-0
3,15-JAN-2013,Cessna 208B Super Cargomaster,N1120N,Martinaire,1,near Pellston Reg...,,,A1,https://aviation-safety.net/database/record.php?id=20130115-0
4,17-JAN-2013,CASA C-212 Aviocar 300,8020,South African AF,0,Bloemspruit ...,,,A1,https://aviation-safety.net/database/record.php?id=20130117-0
5,23-JAN-2013,DHC-6 Twin Otter 300,C-GKBC,Kenn Borek Air,3,Mount Elizabeth,,,A1,https://aviation-safety.net/database/record.php?id=20130123-0
6,25-JAN-2013,MD-11F,N618FE,FedEx,0,Denver Inter...,,,A2,https://aviation-safety.net/database/record.php?id=20130125-0
7,25-JAN-2013,BN-2B-26 Islander,ZK-DLA,Fly My Sky,0,Okiwi Statio...,,,A1,https://aviation-safety.net/database/record.php?id=20130125-1
8,29-JAN-2013,Canadair CRJ-200ER,UP-CJ006,SCAT,21,near Almaty Airpo...,,,A1,https://aviation-safety.net/database/record.php?id=20130129-0
9,02-FEB-2013,ATR 72-212A (ATR 72-500),YR-ATS,"Alitalia, opb Carpatair",0,Roma-Fiumici...,,,A1,https://aviation-safety.net/database/record.php?id=20130202-0
10,06-FEB-2013,Airbus A320-211,TS-IMB,Tunis Air,0,Tunis-Cartha...,,,A1,https://aviation-safety.net/database/record.php?id=20130206-0
11,07-FEB-2013,Antonov An-2R,UR-54853,Poltava-Aero,0,"Knyazhin, Zh...",,,A1,https://aviation-safety.net/database/record.php?id=20130207-0
12,09-FEB-2013,Beech 1900C,C-FPCO,Pacific Coastal,0,Blue River A...,,,A2,https://aviation-safety.net/database/record.php?id=20130209-0
13,11-FEB-2013,IPTN/CASA CN-235-220,3X-GGG,Republique de Guinée,11,near Monrovia-Rob...,,,A1,https://aviation-safety.net/database/record.php?id=20130211-0
14,11-FEB-2013,Boeing 737-33A,AP-BEH,PIA,0,Muscat-Seeb ...,,,A1,https://aviation-safety.net/database/record.php?id=20130211-1
15,11-FEB-2013,MD-83,LV-AYD,Andes Líneas Aéreas,0,Salta-Martín...,,,A2,https://aviation-safety.net/database/record.php?id=20130211-2
16,13-FEB-2013,Antonov An-24RV,UR-WRA,South Airlines,5,Donetsk Airp...,,,A1,https://aviation-safety.net/database/record.php?id=20130213-0
17,15-FEB-2013,Embraer Phenom 100,OO-MAS,Abelag Aviation,0,Berlin-Schön...,,,A1,https://aviation-safety.net/database/record.php?id=20130215-0
18,20-FEB-2013,Hawker Beech 390 Premier IA,N777VG,The Vein Guys,5,Thomson-McDu...,,,A1,https://aviation-safety.net/database/record.php?id=20130220-0
19,28-FEB-2013,Let L-410UVP-E9,LZ-CCJ,"Heli Air Services, op.for UN",0,Wau Airport ...,,,A1,https://aviation-safety.net/database/record.php?id=20130228-0
20,02-MAR-2013,Antonov An-2T,RF-01024,DOSAAF,0,near Rybinsk Airp...,,,A1,https://aviation-safety.net/database/record.php?id=20130302-0
21,02-MAR-2013,Airbus A310-304,CS-TGU,SATA Internacional,0,Ponta Delgad...,,,A2,https://aviation-safety.net/database/record.php?id=20130302-1
22,04-MAR-2013,Hawker Beech 390 Premier IA,VP-CAZ,Global Jet Luxembourg,2,near Annemasse Ai...,,,A1,https://aviation-safety.net/database/record.php?id=20130304-0
23,04-MAR-2013,Fokker 50,9Q-CBD,CAA,7,Goma Airport...,,,A1,https://aviation-safety.net/database/record.php?id=20130304-1
24,06-MAR-2013,Beech B200 King Air,OB-1992-P,ATSA,9,near Pias Airport,,,A1,https://aviation-safety.net/database/record.php?id=20130306-0
25,07-MAR-2013,Swearingen SA227-AC Metro III,D-CAVA,Bin Air,0,Dublin Airpo...,,,A2,https://aviation-safety.net/database/record.php?id=20130307-0
26,07-MAR-2013,Boeing 757-232,N698DL,Delta Air Lines,0,Atlanta-Will...,,,A2,https://aviation-safety.net/database/record.php?id=20130307-1
27,08-MAR-2013,Beech 1900C-1,N116AX,ACE Air Cargo,2,near Dillingham M...,,,A1,https://aviation-safety.net/database/record.php?id=20130308-0
28,16-MAR-2013,Airbus A320-214,N620SC,GECAS,0,Jakarta-Soek...,,,O1,https://aviation-safety.net/database/record.php?id=20130316-0
29,16-MAR-2013,Boeing 737-5U3,PK-GGA,Garuda,0,Jakarta-Soek...,,,O1,https://aviation-safety.net/database/record.php?id=20130316-1
30,17-MAR-2013,Hawker Beech 390 Premier IA,N26DK,Digicut Systems,2,near South Bend R...,,,A1,https://aviation-safety.net/database/record.php?id=20130317-0
31,22-MAR-2013,Grumman G-159 Gulfstream I,9Q-CTC,Malu Aviation,0,Djolu Airport,,,A1,https://aviation-safety.net/database/record.php?id=20130322-0
32,23-MAR-2013,Antonov An-2R,RA-02203,Yug Line,1,"near Vostochnaya,...",,,A1,https://aviation-safety.net/database/record.php?id=20130323-0
33,27-MAR-2013,DHC-6 Twin Otter 300,C-FOPN,Air Labrador,0,St. Anthony ...,,,A2,https://aviation-safety.net/database/record.php?id=20130327-0
34,29-MAR-2013,Airbus A321-111,SX-BHS,"Hermes Airlines, op.for Air Méditerranée",0,Lyon Saint-E...,,,A2,https://aviation-safety.net/database/record.php?id=20130329-0
35,01-APR-2013,BN-2A-27 Islander,YJ-RV16,Air Vanuatu,0,Walaha Airpo...,,,A2,https://aviation-safety.net/database/record.php?id=20130401-0
36,05-APR-2013,Airbus A321-231,N560UW,US Airways,0,Las Vegas-Mc...,,,A2,https://aviation-safety.net/database/record.php?id=20130405-0
37,07-APR-2013,Beech 1900C-1,ZS-PHL,"Group Transair, lst Sahel Aviation Service",1,near São Tomé Isl...,,,A1,https://aviation-safety.net/database/record.php?id=20130407-0
38,10-APR-2013,Antonov An-26,EK26407,Unknown,0,Doro Airstrip,,,A1,https://aviation-safety.net/database/record.php?id=20130410-0
39,13-APR-2013,Boeing 737-8GP (WL),PK-LKS,Lion Air,0,Denpasar-Ngu...,,,A1,https://aviation-safety.net/database/record.php?id=20130413-0
40,16-APR-2013,Boeing 767-283ER,XA-TOJ,Aeroméxico,0,Madrid-Baraj...,,,A1,https://aviation-safety.net/database/record.php?id=20130416-0
41,16-APR-2013,Airbus A321-231,HL7730,Asiana Airlines,0,Seoul-Incheo...,,,A2,https://aviation-safety.net/database/record.php?id=20130416-1
42,17-APR-2013,Boeing 737-8GK (WL),5A-DMG,Buraq Air,0,near Tripoli Inte...,,,C2,https://aviation-safety.net/database/record.php?id=20130417-0
43,17-APR-2013,DHC-6 Twin Otter 300,RDPL-34180,Lao Air,0,Sam Neua Air...,,,A2,https://aviation-safety.net/database/record.php?id=20130417-1
44,23-APR-2013,BAe-125 CC3 (HS-125-700),ZD704,RAF,0,Kandahar Air...,,,O1,https://aviation-safety.net/database/record.php?id=20130423-0
45,27-APR-2013,Beech MC-12W Liberty,09-0676,USAF,4,near Kandahar Air...,,,A1,https://aviation-safety.net/database/record.php?id=20130427-0
46,29-APR-2013,Boeing 747-428BCF,N949CA,National Airlines (National Air Cargo),7,Bagram Air B...,,,A1,https://aviation-safety.net/database/record.php?id=20130429-0
47,30-APR-2013,Beech 300 Super King Air,XC-LMV,Mexican Government,6,near Zacatecas-La...,,,A1,https://aviation-safety.net/database/record.php?id=20130430-0
48,01-MAY-2013,DC-9-82 (MD-82),N7518A,American Airlines,0,Dallas/Fort ...,,,O1,https://aviation-safety.net/database/record.php?id=20130501-0
49,01-MAY-2013,Airbus A330-343X,LN-RKO,SAS,0,Newark-Liber...,,,A2,https://aviation-safety.net/database/record.php?id=20130501-1
50,01-MAY-2013,Embraer EMB-145LR (ERJ-145LR),N17560,"United Express, opb ExpressJet Airlines",0,Newark-Liber...,,,A2,https://aviation-safety.net/database/record.php?id=20130501-2
51,03-MAY-2013,Boeing KC-135R,63-8877,USAF,3,near Chaldovar,,,A1,https://aviation-safety.net/database/record.php?id=20130503-0
52,05-MAY-2013,Learjet 60,N119FD,private,2,near Valencia-Art...,,,A1,https://aviation-safety.net/database/record.php?id=20130505-0
53,05-MAY-2013,DHC-6 Twin Otter 300,C-GKBO,Kenn Borek Air,0,northeast co...,,,A2,https://aviation-safety.net/database/record.php?id=20130505-1
54,08-MAY-2013,BAe-146-200QT,PK-JKC,Nusantara Air Charter,0,Wamena Airpo...,,,O1,https://aviation-safety.net/database/record.php?id=20130508-0
55,10-MAY-2013,Antonov An-2R,YR-LRA,Aero Scoroget,0,Strehaia,,,A1,https://aviation-safety.net/database/record.php?id=20130510-0
56,10-MAY-2013,CASA/Nurtanio NC-212 Aviocar,PK-TLG,Nusantara Buana Air,0,near Ternate,,,A2,https://aviation-safety.net/database/record.php?id=20130510-1
57,13-MAY-2013,Learjet 35A,N22MS,Evergreen International Aviation,0,McMinnville ...,,,A1,https://aviation-safety.net/database/record.php?id=20130513-0
58,15-MAY-2013,Antonov An-2R,RA-31403,Aviakompanija Annushka,1,near Chernolessko...,,,A1,https://aviation-safety.net/database/record.php?id=20130515-0
59,16-MAY-2013,Harbin Yunshuji Y-12 II,B-3801,China Flying Dragon,0,near Shenyang-Tao...,,,A1,https://aviation-safety.net/database/record.php?id=20130516-0
60,16-MAY-2013,DHC-6 Twin Otter 300,9N-ABO,Nepal Airlines,0,Jomsom Airpo...,,,A1,https://aviation-safety.net/database/record.php?id=20130516-1
61,16-MAY-2013,Xian MA60,XY-AIQ,Myanma Airways,0,Mong Hsat Ai...,,,A2,https://aviation-safety.net/database/record.php?id=20130516-2
62,18-MAY-2013,DHC-8-102 Dash 8,N934HA,"US Airways Express, opb Piedmont Airlines",0,Newark-Liber...,,,A2,https://aviation-safety.net/database/record.php?id=20130518-0
63,18-MAY-2013,Cessna 500 Citation I,PT-LPZ,BFB Leasing,0,São Paulo-Ca...,,,A1,https://aviation-safety.net/database/record.php?id=20130518-1
64,19-MAY-2013,Lockheed C-130J-30 Super Hercules,04-3144,USAF,0,Forward Oper...,,,A1,https://aviation-safety.net/database/record.php?id=20130519-0
65,24-MAY-2013,Boeing 777-340ER,AP-BID,PIA,0,London-Stans...,,,H2,https://aviation-safety.net/database/record.php?id=20130524-0
66,24-MAY-2013,Antonov An-2SX,EX-02015,Valor Air,3,"near Jyl-Kol, Jal...",,,A1,https://aviation-safety.net/database/record.php?id=20130524-1
67,24-MAY-2013,Airbus A319-131,G-EUOE,British Airways,0,London-Heath...,,,A2,https://aviation-safety.net/database/record.php?id=20130524-2
68,24-MAY-2013,Airbus A320-232,LZ-MDR,Air VIA,0,Varna Airpot...,,,A2,https://aviation-safety.net/database/record.php?id=20130524-3
69,26-MAY-2013,Boeing KC-137E (707-324C),2404,Brazilian AF,0,Port-au-Prin...,,,A2,https://aviation-safety.net/database/record.php?id=20130526-0
70,26-MAY-2013,Bombardier DHC-8-402Q Dash 8,C-GLQO,Porter Airlines,0,Sault Ste. M...,,,A2,https://aviation-safety.net/database/record.php?id=20130526-1
71,27-MAY-2013,Cessna 208B Grand Caravan,9N-AJU,Goma Air,0,Simikot Airp...,,,A2,https://aviation-safety.net/database/record.php?id=20130527-0
72,31-MAY-2013,BAe ATP-F,PK-DGI,Deraya Air Taxi,0,Wamena Airpo...,,,A1,https://aviation-safety.net/database/record.php?id=20130531-0
73,??-MAY-2013,Lockheed C-130H Hercules,T.10-02,Spanish AF,0,unknown,,,U1,https://aviation-safety.net/database/record.php?id=20130599-0
74,01-JUN-2013,Dornier 228-202K,9N-AHB,Sita Air,0,Simikot Airp...,,,A2,https://aviation-safety.net/database/record.php?id=20130601-0
75,02-JUN-2013,Airbus A320-214,RP-C3266,Cebu Pacific Air,0,Davao City-F...,,,A2,https://aviation-safety.net/database/record.php?id=20130602-0
76,03-JUN-2013,Beech B200 Super King Air,ZS-GJV,RV Consulting Partnership,0,Lanseria Air...,,,A2,https://aviation-safety.net/database/record.php?id=20130603-0
77,07-JUN-2013,Embraer EMB-145LI (ERJ-145LI),B-3052,China Eastern,0,Shanghai-Hon...,,,A2,https://aviation-safety.net/database/record.php?id=20130607-0
78,07-JUN-2013,Beech B200GT King Air,N510LD,Osage Air,1,near Baton Rouge ...,,,A1,https://aviation-safety.net/database/record.php?id=20130607-1
79,08-JUN-2013,Airbus A320-232,HA-LWM,Wizz Air,0,Roma-Fiumici...,,,A2,https://aviation-safety.net/database/record.php?id=20130608-0
80,08-JUN-2013,Cessna 208B Super Cargomaster,C-FZDN,Skydive Toronto,0,near Cookstown Ai...,,,A1,https://aviation-safety.net/database/record.php?id=20130608-1
81,10-JUN-2013,Xian MA60,PK-MZO,Merpati Nusantara,0,Kupang-El Ta...,,,A1,https://aviation-safety.net/database/record.php?id=20130610-0
82,10-JUN-2013,Xian MA60,XY-AIP,Myanma Airways,0,Kawthaung Ai...,,,A2,https://aviation-safety.net/database/record.php?id=20130610-1
83,10-JUN-2013,Cessna 208 Caravan I,TT-BAU,CotonTchad,1,near N'Gaoundéré ...,,,A1,https://aviation-safety.net/database/record.php?id=20130610-2
84,10-JUN-2013,Beech 100 King Air,C-GJSU,Aviation Flycie,0,near Saint-Mathie...,,,A1,https://aviation-safety.net/database/record.php?id=20130610-3
85,11-JUN-2013,Beech A100 King Air,C-FDOY,Wabusk Air,0,Kapuskasing ...,,,A1,https://aviation-safety.net/database/record.php?id=20130611-0
86,13-JUN-2013,Canadair Challenger 601-3A,N613SB,Grady International,0,Chino Airpor...,,,O1,https://aviation-safety.net/database/record.php?id=20130613-0
87,13-JUN-2013,Saab 340B,C6-SBJ,SkyBahamas Airlines,0,Marsh Harbou...,,,A1,https://aviation-safety.net/database/record.php?id=20130613-1
88,13-JUN-2013,MD-88,N995DL,Delta Air Lines,0,Nashville In...,,,A2,https://aviation-safety.net/database/record.php?id=20130613-2
89,13-JUN-2013,Airbus A319-111,RP-C3197,Cebu Pacific Air,0,Manila-Ninoy...,,,A2,https://aviation-safety.net/database/record.php?id=20130613-3
90,16-JUN-2013,Bombardier Global 5000,M-YSAI,Capital Investment Worldwide,0,Singapore-Se...,,,A2,https://aviation-safety.net/database/record.php?id=20130616-0
91,18-JUN-2013,IAI 1124 Westwind,N112EM,E. Micah Aviation,0,Cincinnati M...,,,A1,https://aviation-safety.net/database/record.php?id=20130618-0
92,19-JUN-2013,Antonov An-2R,HA-MDP,Gergely Air,0,near Fertöszentmi...,,,A1,https://aviation-safety.net/database/record.php?id=20130619-0
93,25-JUN-2013,Beech 200 Super King Air,N92JR,Tennair,0,near Chicago-Exec...,,,A1,https://aviation-safety.net/database/record.php?id=20130625-0
94,28-JUN-2013,Antonov An-2,RF-00408,DOSAAF,0,near Nekrasovka,,,A1,https://aviation-safety.net/database/record.php?id=20130628-0
95,28-JUN-2013,Antonov An-2R,UP-A0190,Asia Continental Avialines,1,"near Terenozek, K...",,,A1,https://aviation-safety.net/database/record.php?id=20130628-1
96,28-JUN-2013,Cessna F406 Caravan II,5H-TZC,Tanzanair,0,Seronera Air...,,,A2,https://aviation-safety.net/database/record.php?id=20130628-2
97,29-JUN-2013,Embraer EMB-110P1 Bandeirante,ZS-NVB,Batair Cargo,2,near Francistown ...,,,A1,https://aviation-safety.net/database/record.php?id=20130629-0
98,03-JUL-2013,Canadair CL-415,C-FIZU,Gov. of Newfoundland and Labrador,0,Moosehead La...,,,A1,https://aviation-safety.net/database/record.php?id=20130703-0
99,03-JUL-2013,Airbus A320-212,JY-PTA,Petra Airlines,0,Tripoli Inte...,,,O1,https://aviation-safety.net/database/record.php?id=20130703-1
0,05-JUL-2013,Rockwell Sabreliner 65,XB-RSC,Eseasa Contrucciones,0,Las Vegas-Mc...,,,A2,https://aviation-safety.net/database/record.php?id=20130705-0
1,06-JUL-2013,Boeing 777-28EER,HL7742,Asiana Airlines,3,San Francisc...,,,A1,https://aviation-safety.net/database/record.php?id=20130706-0
2,07-JUL-2013,DHC-3T Texas Turbine Otter,N93PC,Rediske Air,10,Soldotna Air...,,,A1,https://aviation-safety.net/database/record.php?id=20130707-0
3,12-JUL-2013,Boeing 787-8,ET-AOP,Ethiopian Airlines,0,London-Heath...,,,O2,https://aviation-safety.net/database/record.php?id=20130712-0
4,15-JUL-2013,Cessna 208B Grand Caravan,8R-AMS,ASL,0,near Matthews Rid...,,,A2,https://aviation-safety.net/database/record.php?id=20130715-0
5,15-JUL-2013,Antonov An-2R,UP-A0126,Astana Flown Spur,0,Shieli distr...,,,A2,https://aviation-safety.net/database/record.php?id=20130715-1
6,17-JUL-2013,Cessna 208B Grand Caravan,N732MD,Air Choice One,0,Chicago-O'Ha...,,,A2,https://aviation-safety.net/database/record.php?id=20130717-0
7,19-JUL-2013,BN-2A-21 Islander,HP-1338MF,My Flight Corp,0,"Isla Perico,...",,,A1,https://aviation-safety.net/database/record.php?id=20130719-0
8,21-JUL-2013,Sukhoi Superjet 100-95,97005,Sukhoi Civil Aircraft,0,Keflavík Int...,,,A2,https://aviation-safety.net/database/record.php?id=20130721-0
9,21-JUL-2013,Antonov An-2R,UR-ART,Albatross Avia,0,"Pyatikhatki,...",,,A2,https://aviation-safety.net/database/record.php?id=20130721-1
10,22-JUL-2013,Boeing 737-7H4 (WL),N753SW,Southwest Airlines,0,New York-La ...,,,A1,https://aviation-safety.net/database/record.php?id=20130722-0
11,25-JUL-2013,Canadair Challenger 601,N163WG,Blue Water Aviation,0,unknown,,,A1,https://aviation-safety.net/database/record.php?id=20130725-0
12,28-JUL-2013,Antonov An-2,FLA-3618K,private,0,near Shakhty Airport,,,A1,https://aviation-safety.net/database/record.php?id=20130728-0
13,29-JUL-2013,Saab 340B,UR-ARO,"Air Urga, opf UN",0,Lubumbashi I...,,,A1,https://aviation-safety.net/database/record.php?id=20130729-0
14,05-AUG-2013,Beech B200 Super King Air,TF-MYX,Mýflug Air,2,near Akureyri Air...,,,A1,https://aviation-safety.net/database/record.php?id=20130805-0
15,05-AUG-2013,Embraer Phenom 300,N327FL,Flight Options,0,Minneapolis-...,,,A2,https://aviation-safety.net/database/record.php?id=20130805-1
16,06-AUG-2013,Shijiazhuang Y-5B,B-8473,Jingmen General Aviation,1,Danfeng County,,,A1,https://aviation-safety.net/database/record.php?id=20130806-0
17,06-AUG-2013,Fokker 50,ST-ARG,Mid Airlines,0,Khartoum-Civ...,,,A2,https://aviation-safety.net/database/record.php?id=20130806-1
18,09-AUG-2013,Antonov An-12BK,UR-CAG,Ukraine Air Alliance,0,Leipzig Airp...,,,A1,https://aviation-safety.net/database/record.php?id=20130809-0
19,09-AUG-2013,Antonov An-12B,1513,Ethiopian AF,4,Mogadishu In...,,,A1,https://aviation-safety.net/database/record.php?id=20130809-1
20,10-AUG-2013,Antonov An-2T,D-FWJC,Air Tempelhof,0,Bienenfarm A...,,,A1,https://aviation-safety.net/database/record.php?id=20130810-0
21,10-AUG-2013,Airbus A320-232,VH-VGR,Jetstar Airways,0,Melbourne-Tu...,,,A2,https://aviation-safety.net/database/record.php?id=20130810-1
22,10-AUG-2013,Boeing 737-8FE (WL),VH-YID,Virgin Australia Airlines,0,Melbourne-Tu...,,,A2,https://aviation-safety.net/database/record.php?id=20130810-2
23,14-AUG-2013,Airbus A300F4-622R,N155UP,UPS,2,near Birmingham-S...,,,A1,https://aviation-safety.net/database/record.php?id=20130814-0
24,16-AUG-2013,Antonov An-2TP,RA-01419,Polyarnye Avialinii,0,near Vilyuisk,,,A1,https://aviation-safety.net/database/record.php?id=20130816-0
25,19-AUG-2013,Douglas DC-3C,C-GWIR,Buffalo Airways,0,Yellowknife ...,,,A1,https://aviation-safety.net/database/record.php?id=20130819-0
26,20-AUG-2013,Swearingen SA227-DC Metro 23,CP-2655,Aerocon,0,Sucre-Juana ...,,,A1,https://aviation-safety.net/database/record.php?id=20130820-0
27,22-AUG-2013,Beech B200C Super King Air,5H-TZW,Tanzanair,0,Lake Manyara,,,A1,https://aviation-safety.net/database/record.php?id=20130822-0
28,22-AUG-2013,DHC-3T Vazar Turbine Otter,C-FSGD,Transwest Air,1,near Ivanhoe Lake...,,,A1,https://aviation-safety.net/database/record.php?id=20130822-1
29,22-AUG-2013,BN-2B-27 Islander,XC-FEE,Chihuahua State Government,0,near Purisima del...,,,A1,https://aviation-safety.net/database/record.php?id=20130822-2
30,25-AUG-2013,Antonov An-26B-100,EK-26818,"South Airlines, op.for Transom Airways",0,Guri'el Airs...,,,A1,https://aviation-safety.net/database/record.php?id=20130825-0
31,01-SEP-2013,Beech 1900D,N169GL,Great Lakes Airlines,0,Telluride Ai...,,,A2,https://aviation-safety.net/database/record.php?id=20130901-0
32,07-SEP-2013,Canadair CRJ-200ER,TC-EJA,"MNG Jet, op.for Europe Jet",0,Moskva-Vnuko...,,,A1,https://aviation-safety.net/database/record.php?id=20130907-0
33,08-SEP-2013,Airbus A330-321,HS-TEF,Thai Airways International,0,Bangkok-Suva...,,,A1,https://aviation-safety.net/database/record.php?id=20130908-0
34,08-SEP-2013,Learjet 35A,XA-DAZ,Rajet Aeroservicios,0,Hermosillo-G...,,,A2,https://aviation-safety.net/database/record.php?id=20130908-1
35,09-SEP-2013,Dornier 228-202K,CC-CNW,CorpFlite,2,near Viña del Mar...,,,A1,https://aviation-safety.net/database/record.php?id=20130909-0
36,17-SEP-2013,ATR 72-202,EC-LNP,"Helitt Líneas Aéreas, op.for Colombe Air Line",0,Ouagadougou ...,,,O1,https://aviation-safety.net/database/record.php?id=20130917-0
37,18-SEP-2013,Antonov An-2R,RA-33017,"Sosvapromgeologiya, op.for Taksavia",0,near Nyagan,,,A1,https://aviation-safety.net/database/record.php?id=20130918-0
38,23-SEP-2013,Boeing 747-3B3,EP-MNE,Mahan Air,0,Kerman Inter...,,,A2,https://aviation-safety.net/database/record.php?id=20130923-0
39,25-SEP-2013,Cessna 208B Grand Caravan,C-FEXV,Morningstar Air Express,1,"Hudson Bay, ON",,,A1,https://aviation-safety.net/database/record.php?id=20130925-0
40,26-SEP-2013,Airbus A321-231,TC-OBZ,Onur Air,0,near Deauville-Sa...,,,I2,https://aviation-safety.net/database/record.php?id=20130926-0
41,27-SEP-2013,DHC-8-402Q Dash 8,9A-CQC,Croatia Airlines,0,Zürich-Klote...,,,A2,https://aviation-safety.net/database/record.php?id=20130927-0
42,27-SEP-2013,Boeing 747-428(M),9M-ACM,"Nasair, lsf Eaglexpress",0,Nouakchott-O...,,,A2,https://aviation-safety.net/database/record.php?id=20130927-1
43,29-SEP-2013,Airbus A320-216,EI-EIB,Alitalia,0,Roma-Fiumici...,,,A2,https://aviation-safety.net/database/record.php?id=20130929-0
44,29-SEP-2013,Cessna 525A CitationJet CJ2,N194SJ,CREX-MML,4,Santa Monica...,,,A1,https://aviation-safety.net/database/record.php?id=20130929-1
45,03-OCT-2013,Embraer EMB-120RT Brasilia,5N-BJY,Associated Aviation,16,Lagos-Murtal...,,,A1,https://aviation-safety.net/database/record.php?id=20131003-0
46,05-OCT-2013,DHC-8-202,N356PH,USAF,4,"Acandí, Choc...",,,A1,https://aviation-safety.net/database/record.php?id=20131005-0
