,date,type,registration,operator,fat.,location,Unnamed: 6,pic,cat,url
33,24-JUL-2014,DC-9-83 (MD-83),EC-LTV,"Swiftair, op.for Air Algérie",116,near Gossi,,,A1,https://aviation-safety.net/database/record.php?id=20140724-0
34,25-JUL-2014,DHC-6 Twin Otter 300,N190GC,Grand Canyon Airlines,0,Boulder City...,,,A2,https://aviation-safety.net/database/record.php?id=20140725-0
35,27-JUL-2014,Ilyushin Il-76M,5A-DZZ,Libyan Air Cargo,0,Tripoli Inte...,,,C1,https://aviation-safety.net/database/record.php?id=20140727-0
36,27-JUL-2014,Airbus A320-214,5A-LAI,Libyan Airlines,0,Tripoli Inte...,,,C1,https://aviation-safety.net/database/record.php?id=20140727-1
37,27-JUL-2014,Ilyushin Il-76T,5A-DNJ,Unknown,0,Tripoli Inte...,,,C1,https://aviation-safety.net/database/record.php?id=20140727-2
38,28-JUL-2014,Embraer EMB-110P1 Bandeirante,PT-TAW,Táxi Aéreo Ribeiro,0,near Foz do Iguaç...,,,A1,https://aviation-safety.net/database/record.php?id=20140728-0
39,29-JUL-2014,Boeing 737-8AS (WL),EI-EFB,Ryanair,0,London-Stans...,,,A2,https://aviation-safety.net/database/record.php?id=20140729-0
40,29-JUL-2014,Boeing 757-222,N553UA,United Airlines,0,San Diego In...,,,A1,https://aviation-safety.net/database/record.php?id=20140729-1
41,06-AUG-2014,Antonov An-2R,RA-17890,Yug Line,0,"near Prototskiye,...",,,A1,https://aviation-safety.net/database/record.php?id=20140806-0
42,09-AUG-2014,Canadair CRJ-900ER,N943LR,"Mesa Airlines, opf US Airways",0,San Antonio ...,,,A2,https://aviation-safety.net/database/record.php?id=20140809-0
43,10-AUG-2014,HESA IrAn-140-100,EP-GPA,Sepahan Airlines,40,near Tehran-Mehra...,,,A1,https://aviation-safety.net/database/record.php?id=20140810-0
44,10-AUG-2014,DHC-8-102,N815EX,"Piedmont Airlines, op.for US Airways Express",0,near Harrisburg I...,,,A2,https://aviation-safety.net/database/record.php?id=20140810-1
45,13-AUG-2014,Cessna 560XLS+ Citation XLS+,PR-AFA,AF Andrade Empr. e Part.,7,"Santos, SP",,,A1,https://aviation-safety.net/database/record.php?id=20140813-0
46,15-AUG-2014,BAe 3102 Jetstream 31,G-GAVA,Links Air,0,Doncaster/Sh...,,,A1,https://aviation-safety.net/database/record.php?id=20140815-0
47,20-AUG-2014,Cessna 208B Grand Caravan,N4698B,Martinaire,0,Raleigh/Durh...,,,O1,https://aviation-safety.net/database/record.php?id=20140820-0
48,23-AUG-2014,Let L-410UVP,9Q-CXB,Doren Air Congo,4,Mulume Munene,,,A1,https://aviation-safety.net/database/record.php?id=20140823-0
49,26-AUG-2014,Cessna 208B Grand Caravan,EJC-1137,Colombian Army,0,"near Mercaderes, ...",,,A2,https://aviation-safety.net/database/record.php?id=20140826-0
50,29-AUG-2014,Beech 200 Super King Air,N70AJ,private,0,"Ibans, Mosqu...",,,A1,https://aviation-safety.net/database/record.php?id=20140829-0
51,30-AUG-2014,Antonov An-12BK,UR-DWF,Ukraine Air Alliance,7,near Tamanrasset ...,,,A1,https://aviation-safety.net/database/record.php?id=20140830-0
52,31-AUG-2014,Fokker F-27 Friendship 500,5Y-SXP,Safari Express Cargo,3,near Kogatende,,,A1,https://aviation-safety.net/database/record.php?id=20140831-0
53,??-AUG-2014,Antonov An-2R,UR-33590,Lugansk Airlines,0,Lugansk Airp...,,,C1,https://aviation-safety.net/database/record.php?id=20140899-0
54,06-SEP-2014,Fokker 50,5Y-BYE,"Skyward International Aviation, op.for Jubba Airways",0,Mogadishu In...,,,A2,https://aviation-safety.net/database/record.php?id=20140906-0
55,09-SEP-2014,Cessna 208B Grand Caravan,PK-RSC,Enggang Air Service,0,Mulia Airpor...,,,A2,https://aviation-safety.net/database/record.php?id=20140909-0
56,09-SEP-2014,Beech 200C Super King Air,F-GRSO,Air Loyauté,0,Nouméa-La To...,,,A1,https://aviation-safety.net/database/record.php?id=20140909-1
57,12-SEP-2014,Cessna 500 Citation I,N18FM,Plaisir en Vol,0,Athens Munic...,,,O1,https://aviation-safety.net/database/record.php?id=20140912-0
58,12-SEP-2014,Embraer EMB-145XR,N16147,"United Express, opb ExpressJet Airlines",0,Chicago-O'Ha...,,,A2,https://aviation-safety.net/database/record.php?id=20140912-1
59,14-SEP-2014,Beech 300LW Super King Air,LV-WLT,Tango Jet,2,"Nordelta, BA",,,A1,https://aviation-safety.net/database/record.php?id=20140914-0
60,15-SEP-2014,Boeing 757-223 (WL),N654A,American Airlines,0,Miami Intern...,,,A1,https://aviation-safety.net/database/record.php?id=20140915-0
61,17-SEP-2014,Dornier Do-128-G92 Turbo Skyservant,,Unknown,0,near Varrelbusch ...,,,A2,https://aviation-safety.net/database/record.php?id=20140917-0
62,19-SEP-2014,Embraer Phenom 300,N322QS,NetJets,0,Conroe-Lone ...,,,A2,https://aviation-safety.net/database/record.php?id=20140919-0
63,20-SEP-2014,DHC-6 Twin Otter 300,P2-KSF,Hevilift,4,near Port Moresby...,,,A1,https://aviation-safety.net/database/record.php?id=20140920-0
64,20-SEP-2014,Antonov An-32RE,K2757,Indian AF,0,Chandigarh A...,,,A1,https://aviation-safety.net/database/record.php?id=20140920-1
65,21-SEP-2014,Lockheed C-130H Hercules,SU-BAT/1287,Egyptian AF,6,"Kom Ashwin, ...",,,A1,https://aviation-safety.net/database/record.php?id=20140921-0
66,24-SEP-2014,Antonov An-2,RA-02322,2nd Arkhangelsk United Aviation Division,0,Shoyna Airport,,,A2,https://aviation-safety.net/database/record.php?id=20140924-0
67,26-SEP-2014,Beech A100 King Air,C-FEYT,Air Creebec,0,Timmins Airp...,,,A1,https://aviation-safety.net/database/record.php?id=20140926-0
68,28-SEP-2014,DHC-6 Twin Otter 300,C-GKSN,Air Labrador,0,La Tabatière...,,,A2,https://aviation-safety.net/database/record.php?id=20140928-0
69,28-SEP-2014,PADC/BN-2A-26 Islander,N906GD,Air Flamenco,0,Ceiba-Jose A...,,,A2,https://aviation-safety.net/database/record.php?id=20140928-1
70,01-OCT-2014,Embraer ERJ-190,PH-EZV,KLM Cityhopper,0,Amsterdam-Sc...,,,A2,https://aviation-safety.net/database/record.php?id=20141001-0
71,05-OCT-2014,Embraer EMB-145LR (ERJ-145LR),N572RP,"Delta Connection, opb Chautauqua Airlines",0,New York-Joh...,,,A2,https://aviation-safety.net/database/record.php?id=20141005-0
72,05-OCT-2014,Airbus A340-212,JY-AID,Royal Jordanian,0,New York-Joh...,,,A2,https://aviation-safety.net/database/record.php?id=20141005-1
73,07-OCT-2014,Boeing 737-8AS (WL),EI-EMH,Ryanair,0,Dublin Airpo...,,,A2,https://aviation-safety.net/database/record.php?id=20141007-0
74,07-OCT-2014,Boeing 737-8AS (WL),EI-EKK,Ryanair,0,Dublin Airpo...,,,A2,https://aviation-safety.net/database/record.php?id=20141007-1
75,12-OCT-2014,BAe 3101 Jetstream 31,HI816,ACSA - Air Century,0,Punta Cana I...,,,A1,https://aviation-safety.net/database/record.php?id=20141012-0
76,13-OCT-2014,Cessna 525A CitationJet CJ2,OE-FLP,Fly Tyrol,0,Milano-Linat...,,,A1,https://aviation-safety.net/database/record.php?id=20141013-0
77,16-OCT-2014,Dassault Falcon 50,UR-CCC,CABI Airlines,0,Donetsk Airp...,,,C1,https://aviation-safety.net/database/record.php?id=20141016-0
78,16-OCT-2014,Beech 200 Super King Air,YVO107,SATA,0,Los Roques A...,,,A2,https://aviation-safety.net/database/record.php?id=20141016-1
79,16-OCT-2014,Boeing 737-330 (SF),N301KH,Aloha Air Cargo,0,Lanai Airpor...,,,A2,https://aviation-safety.net/database/record.php?id=20141016-2
80,19-OCT-2014,Grumman American G-1159 Gulfstream,XB-NKS,Unknown,,near Calabozo,,,C1,https://aviation-safety.net/database/record.php?id=20141019-0
81,20-OCT-2014,Dassault Falcon 50EX,F-GLSA,Unijet,4,Moskva-Vnuko...,,,A1,https://aviation-safety.net/database/record.php?id=20141020-0
82,20-OCT-2014,Dornier 328-110,D-CPWF,Private Wings,0,Braunschweig...,,,A2,https://aviation-safety.net/database/record.php?id=20141020-1
83,22-OCT-2014,Boeing 757-232 (WL),N67171,Delta Air Lines,0,Minneapolis-...,,,A2,https://aviation-safety.net/database/record.php?id=20141022-0
84,22-OCT-2014,Embraer ERJ-175,N622CZ,"Delta Connection, opb Compass Airlines",0,Minneapolis-...,,,A2,https://aviation-safety.net/database/record.php?id=20141022-1
85,24-OCT-2014,Cessna F406 Caravan II,F-ZBEP,French Customs,0,Lorient-Lann...,,,A2,https://aviation-safety.net/database/record.php?id=20141024-0
86,24-OCT-2014,Cessna 208 Caravan I,XA-WET,FlyWet,0,Laguna de Tr...,,,A1,https://aviation-safety.net/database/record.php?id=20141024-1
87,25-OCT-2014,Let L-410UVP,9Q-COT,Mango Airlines,0,near Shabunda Air...,,,A1,https://aviation-safety.net/database/record.php?id=20141025-0
88,25-OCT-2014,Learjet 35A,D-CFAX,FAI Air Service,0,Tamanrasset-...,,,A1,https://aviation-safety.net/database/record.php?id=20141025-1
89,28-OCT-2014,Beech B100 King Air,N702TD,private,0,Toussus-le-N...,,,A2,https://aviation-safety.net/database/record.php?id=20141028-0
90,29-OCT-2014,Shorts 360-200,N380MQ,SkyWay Enterprises,2,near Sint Maarten...,,,A1,https://aviation-safety.net/database/record.php?id=20141029-0
91,30-OCT-2014,Beech B200 King Air,N52SZ,Gilleland Aviation,1+ 3,Wichita-Mid-...,,,A1,https://aviation-safety.net/database/record.php?id=20141030-0
92,01-NOV-2014,DH-114 Heron,N82D,private,0,Santa Cruz-V...,,,A2,https://aviation-safety.net/database/record.php?id=20141101-0
93,03-NOV-2014,Beech 200 Super King Air,XB-LRI,Unknown,,"near Elorza, Apur...",,,C1,https://aviation-safety.net/database/record.php?id=20141103-0
94,06-NOV-2014,DHC-8-402Q Dash 8,C-GGBF,"Air Canada Express, opb Jazz Aviation",0,Edmonton Int...,,,A2,https://aviation-safety.net/database/record.php?id=20141106-0
95,06-NOV-2014,Boeing 737-86J (WL),VT-SGK,SpiceJet,0,Surat Gujara...,,,A2,https://aviation-safety.net/database/record.php?id=20141106-1
96,07-NOV-2014,Boeing 737-4Y0,YA-PIE,Ariana Afghan Airlines,0,Kabul Airpor...,,,A1,https://aviation-safety.net/database/record.php?id=20141107-0
97,09-NOV-2014,Learjet 35A,N17UF,Diplomat Aviation (Ba.),9,near Freeport-Gra...,,,A1,https://aviation-safety.net/database/record.php?id=20141109-0
98,14-NOV-2014,BAe BAe-748-399 Srs. 2B LFD,5Y-BVQ,Global Airlift,2,Panyagor Air...,,,A1,https://aviation-safety.net/database/record.php?id=20141114-0
99,20-NOV-2014,Cessna 208B Grand Caravan,C-FKAY,Air Tindi,0,"near Yellowknife, NT",,,A1,https://aviation-safety.net/database/record.php?id=20141120-0
0,02-JAN-2015,Saab 340B,G-LGNL,"Loganair, op.for Flybe",0,Stornoway Ai...,,,A1,https://aviation-safety.net/database/record.php?id=20150102-0
1,03-JAN-2015,Antonov An-26B-100,RA-26082,KAPO Avia,0,Magadan-Soko...,,,A1,https://aviation-safety.net/database/record.php?id=20150103-0
2,04-JAN-2015,Fokker 50,5Y-SIB,Skyward Express,0,Nairobi-Jomo...,,,A1,https://aviation-safety.net/database/record.php?id=20150104-0
3,08-JAN-2015,Bombardier Challenger 300,PR-YOU,Bradesco Leasing S.A. Arrendamento Mercantil,0,São Paulo-Co...,,,O1,https://aviation-safety.net/database/record.php?id=20150108-0
4,09-JAN-2015,Cessna 208B Grand Caravan,8R-GAB,Trans Guyana Airways,0,Matthews Rid...,,,A2,https://aviation-safety.net/database/record.php?id=20150109-0
5,10-JAN-2015,Boeing 737-43Q (SF),ET-AQV,"Ethiopian Airlines, op.for ASKY Airlines",0,Accra-Kotoka...,,,A1,https://aviation-safety.net/database/record.php?id=20150110-0
6,11-JAN-2015,DHC-6 Twin Otter 300,PK-YRU,Trigana Air Service,0,Enarotali Ai...,,,A2,https://aviation-safety.net/database/record.php?id=20150111-0
7,12-JAN-2015,Dornier 328-110,D-CIRD,"Sun-Air, opf British Airways",0,Hamburg-Fuhl...,,,O1,https://aviation-safety.net/database/record.php?id=20150112-0
8,15-JAN-2015,BAe ATP-F (LFD),G-BTPC,Atlantic Airlines,0,Coventry-Bag...,,,A2,https://aviation-safety.net/database/record.php?id=20150115-0
9,16-JAN-2015,BN-2A-8 Islander,YV2238,Chapi Air,0,Los Roques A...,,,A1,https://aviation-safety.net/database/record.php?id=20150116-0
10,17-JAN-2015,Bombardier Global 5000,RP-C9363,Challenger Aero Corporation Metro Manila,0,Tacloban Air...,,,A1,https://aviation-safety.net/database/record.php?id=20150117-0
11,18-JAN-2015,Antonov An-26,YK-AND,Syrian Air Force,30,near Abu adh Dhuh...,,,A1,https://aviation-safety.net/database/record.php?id=20150118-0
12,20-JAN-2015,Antonov An-2P,UP-A0314,Olimp Air,6,near Shatyrkul Mine,,,A1,https://aviation-safety.net/database/record.php?id=20150120-0
13,20-JAN-2015,BN-2T Islander,ZS-NAT,Xcel Aviation,0,Dawlatabad d...,,,A2,https://aviation-safety.net/database/record.php?id=20150120-1
14,20-JAN-2015,Fokker 100,HB-JVE,"Swiss, opb Helvetic Airways",0,Nürnberg Air...,,,A2,https://aviation-safety.net/database/record.php?id=20150120-2
15,26-JAN-2015,Boeing 737-8KN (WL),A6-FEK,flydubai,0,near Baghdad Inte...,,,C2,https://aviation-safety.net/database/record.php?id=20150126-0
16,29-JAN-2015,Canadair Challenger 601,N214FW,Dinama Aircorp,3,near Boca Druif,,,C1,https://aviation-safety.net/database/record.php?id=20150129-0
17,30-JAN-2015,Ilyushin Il-76T,5A-DNK,Libyan Air Cargo,0,Tripoli-Miti...,,,C1,https://aviation-safety.net/database/record.php?id=20150130-0
18,02-FEB-2015,BAe 4100 Jetstream 41,SX-DIA,Sky Express,0,Rhodes/Parad...,,,A1,https://aviation-safety.net/database/record.php?id=20150202-0
19,04-FEB-2015,ATR 72-212A (ATR 72-600),B-22816,TransAsia Airways,43,near Taipei-Songs...,,,A1,https://aviation-safety.net/database/record.php?id=20150204-0
20,09-FEB-2015,DHC-6 Twin Otter 200,N30EA,Eagle Air Transport,0,Sebastian Mu...,,,A2,https://aviation-safety.net/database/record.php?id=20150209-0
21,09-FEB-2015,DHC-6 Twin Otter 200,N70EA,Eagle Air Transport,0,Sebastian Mu...,,,A2,https://aviation-safety.net/database/record.php?id=20150209-1
22,11-FEB-2015,Beech 1900C,YV1674,Aeropanamericano,4,near Miami Execut...,,,A1,https://aviation-safety.net/database/record.php?id=20150211-0
23,14-FEB-2015,Antonov An-32B,T-256,Angolan AF,0,Malange Airp...,,,A1,https://aviation-safety.net/database/record.php?id=20150214-0
24,14-FEB-2015,Antonov An-26B-100,FA312,Mozambique AF,0,near Quelimane Ai...,,,A1,https://aviation-safety.net/database/record.php?id=20150214-1
25,18-FEB-2015,Antonov An-26B,EW-246TG,Genex,0,Kiev-Borispo...,,,O2,https://aviation-safety.net/database/record.php?id=20150218-0
26,18-FEB-2015,Yakovlev Yak-40,UR-MIG,BPV Group,0,Kiev-Borispo...,,,O1,https://aviation-safety.net/database/record.php?id=20150218-1
27,18-FEB-2015,Airbus A300B4-605R(F),A6-JIM,Unique Air,0,Sharjah Airp...,,,A2,https://aviation-safety.net/database/record.php?id=20150218-2
28,18-FEB-2015,Tupolev Tu-154B-2,RA-85587,Russian AF,0,Samara Airpo...,,,O1,https://aviation-safety.net/database/record.php?id=20150218-3
29,23-FEB-2015,BAe-146-200,G-RAJJ,"Cello Aviation, opf Aurigny Air Services",0,Guernsey Air...,,,A2,https://aviation-safety.net/database/record.php?id=20150223-0
30,24-FEB-2015,DHC-8-102,C-GTAI,"Air Canada Express, opb Jazz Aviation",0,Sault Ste. M...,,,A2,https://aviation-safety.net/database/record.php?id=20150224-0
31,24-FEB-2015,Cessna 208B Super Cargomaster,N989FX,FedEx,0,Baltimore/Wa...,,,A2,https://aviation-safety.net/database/record.php?id=20150224-1
32,26-FEB-2015,Boeing 757-28A (PCF),C-GIAJ,Cargojet Airways,0,St. John's A...,,,A2,https://aviation-safety.net/database/record.php?id=20150226-0
33,01-MAR-2015,Canadair Challenger 601-3A,N600NP,Six Hundred NP,0,Marco Island...,,,A1,https://aviation-safety.net/database/record.php?id=20150301-0
34,04-MAR-2015,Airbus A330-303,TC-JOC,THY,0,Kathmandu-Tr...,,,A1,https://aviation-safety.net/database/record.php?id=20150304-0
35,04-MAR-2015,BAe ATP-F (LFD),PK-DGB,Deraya Air Taxi,0,Wamena Airpo...,,,A1,https://aviation-safety.net/database/record.php?id=20150304-1
36,05-MAR-2015,MD-88,N909DL,Delta Air Lines,0,New York-La ...,,,A1,https://aviation-safety.net/database/record.php?id=20150305-0
37,05-MAR-2015,Let L-410UVP-E20,E7-WDT,Icar Air,0,Ancona-Falco...,,,A1,https://aviation-safety.net/database/record.php?id=20150305-1
38,08-MAR-2015,DHC-8-402Q Dash 8,VT-SUA,SpiceJet,0,Hubli Airpor...,,,A1,https://aviation-safety.net/database/record.php?id=20150308-0
39,10-MAR-2015,Cessna 208B Super Cargomaster,N12155,Martinaire,0,Muskegon Air...,,,A2,https://aviation-safety.net/database/record.php?id=20150310-0
40,12-MAR-2015,Raytheon 390 Premier I,G-OOMC,Pool Aviation,0,Blackpool Ai...,,,A1,https://aviation-safety.net/database/record.php?id=20150312-0
41,13-MAR-2015,Gulfstream G-IV,JA001G,Japan Civil Aviation Bureau,0,near Niigata Airp...,,,A2,https://aviation-safety.net/database/record.php?id=20150313-0
42,14-MAR-2015,Airbus A330-343,9M-MTA,Malaysia Airlines,0,Melbourne-Tu...,,,A2,https://aviation-safety.net/database/record.php?id=20150314-0
43,19-MAR-2015,Boeing 747SP-27,7O-YMN,Yemen Government,0,Aden Interna...,,,O1,https://aviation-safety.net/database/record.php?id=20150319-0
44,24-MAR-2015,Airbus A320-211,D-AIPX,Germanwings,150,Prads-Haute-...,,,C1,https://aviation-safety.net/database/record.php?id=20150324-0
45,24-MAR-2015,Dornier 228-201,IN240,Indian Navy,2,"near Goa, India",,,A1,https://aviation-safety.net/database/record.php?id=20150324-1
46,24-MAR-2015,Cessna 208B Supervan 900,N106BZ,Private,0,"Verdigris, OK",,,A1,https://aviation-safety.net/database/record.php?id=20150324-2
47,26-MAR-2015,Antonov An-2R,UR-62681,Agrotekhservice,2,"Promin, Luts...",,,A1,https://aviation-safety.net/database/record.php?id=20150326-0
48,26-MAR-2015,CASA CN-235M-300,2211,Yemen AF,0,Sana'a-Al Da...,,,C1,https://aviation-safety.net/database/record.php?id=20150326-1
49,26-MAR-2015,Beech 300 Super King Air,,Yemen AF,0,Sana'a-Al Da...,,,C1,https://aviation-safety.net/database/record.php?id=20150326-2
50,29-MAR-2015,Airbus A320-211,C-FTJP,Air Canada,0,Halifax-Stan...,,,A1,https://aviation-safety.net/database/record.php?id=20150329-0
51,31-MAR-2015,Antonov An-2T,RF-00388,DOSAAF,0,Makhachkala ...,,,O1,https://aviation-safety.net/database/record.php?id=20150331-0
52,??-MAR-2015,Ilyushin Il-76TD,7O-ADO,Barash Aviation,0,Sana'a Inter...,,,C1,https://aviation-safety.net/database/record.php?id=20150399-0
53,01-APR-2015,Boeing 737-8AS (WL),EI-DWE,Ryanair,0,Dublin Airpo...,,,A2,https://aviation-safety.net/database/record.php?id=20150401-0
54,01-APR-2015,Boeing 737-8AS (WL),EI-DYA,Ryanair,0,Dublin Airpo...,,,A2,https://aviation-safety.net/database/record.php?id=20150401-1
55,03-APR-2015,Beech 300 King Air 350ER,N5018S,Beechcraft,0,Wichita-Colo...,,,O1,https://aviation-safety.net/database/record.php?id=20150403-0
56,03-APR-2015,Beech 300 King Air 350ER,N5019Q,Beechcraft,0,Wichita-Colo...,,,O1,https://aviation-safety.net/database/record.php?id=20150403-1
57,03-APR-2015,Beech 300 King Air 350ER,N5027X,Beechcraft,0,Wichita-Colo...,,,O1,https://aviation-safety.net/database/record.php?id=20150403-2
58,03-APR-2015,Beech 300 King Air 350ER,N957ER,Beechcraft,0,Wichita-Colo...,,,O1,https://aviation-safety.net/database/record.php?id=20150403-3
59,03-APR-2015,Beech 300 King Air 350ER,N958ER,Beechcraft,0,Wichita-Colo...,,,O1,https://aviation-safety.net/database/record.php?id=20150403-4
60,03-APR-2015,Beech 300 King Air 350ER,N275BT,Executive AirShare,0,Wichita-Colo...,,,O1,https://aviation-safety.net/database/record.php?id=20150403-5
61,03-APR-2015,Antonov An-74-200,RA-74056,ShAR,0,Barneo Camp ...,,,A1,https://aviation-safety.net/database/record.php?id=20150403-8
62,10-APR-2015,Gulfstream G-IV,N450KK,La Venezolana de Seguros y Vida,0,near Caribbean Sea,,,A2,https://aviation-safety.net/database/record.php?id=20150410-0
63,13-APR-2015,Swearingen SA226-TC Metro II,C-GSKC,Carson Air,2,near North Vancou...,,,A1,https://aviation-safety.net/database/record.php?id=20150413-0
64,13-APR-2015,Boeing 737-85R,VT-JGA,Jet Airways,0,Khajuraho Ai...,,,A2,https://aviation-safety.net/database/record.php?id=20150413-1
65,13-APR-2015,Lockheed NC-130F Hercules,148897,USMC,0,Port Hueneme...,,,A1,https://aviation-safety.net/database/record.php?id=20150413-2
66,14-APR-2015,Airbus A320-232,HL7762,Asiana Airlines,0,Hiroshima In...,,,A1,https://aviation-safety.net/database/record.php?id=20150414-0
67,16-APR-2015,Swearingen SA227-AC Metro III,N2691W,Key Lime Air,0,near Rifle-Garfie...,,,A2,https://aviation-safety.net/database/record.php?id=20150416-0
68,21-APR-2015,Lockheed AC-130J Ghostrider,09-5710,USAF,0,near Valparaiso-E...,,,A1,https://aviation-safety.net/database/record.php?id=20150421-0
69,25-APR-2015,Airbus A320-232,TC-JPE,THY,0,Istanbul-Ata...,,,A1,https://aviation-safety.net/database/record.php?id=20150425-0
70,25-APR-2015,Beech 200 Super King Air,YV2803,SATA,0,Maracaibo-La...,,,A1,https://aviation-safety.net/database/record.php?id=20150425-1
71,25-APR-2015,Dassault Falcon 20D,G-FRAK,Cobham Aviation Services,0,near Portland Bill,,,A2,https://aviation-safety.net/database/record.php?id=20150425-2
72,28-APR-2015,Canadair CRJ-702ER,7O-FAA,Felix Airways,0,Sana'a Inter...,,,C1,https://aviation-safety.net/database/record.php?id=20150428-0
73,28-APR-2015,ShinMaywa US-2,9905,Japanese Navy,0,near Ashizuri Cap...,,,A2,https://aviation-safety.net/database/record.php?id=20150428-1
74,30-APR-2015,Boeing RC-135V Rivet Joint,64-14848,USAF,0,Bellevue-Off...,,,A2,https://aviation-safety.net/database/record.php?id=20150430-0
75,02-MAY-2015,Boeing 737-330,D-ABEK,Lufthansa,0,Katowice-Pyr...,,,A2,https://aviation-safety.net/database/record.php?id=20150502-0
76,04-MAY-2015,Ilyushin Il-76TD,7O-ADG,Yemen AF,0,Sana'a Inter...,,,C1,https://aviation-safety.net/database/record.php?id=20150504-0
77,09-MAY-2015,Airbus A400M Atlas,EC-403,Airbus Industrie,4,near Sevilla Airp...,,,A1,https://aviation-safety.net/database/record.php?id=20150509-0
78,09-MAY-2015,BAe-146-300,5A-DKQ,Air Libya,0,Dahra Oilfield,,,O1,https://aviation-safety.net/database/record.php?id=20150509-1
79,10-MAY-2015,Xian MA60,B-3476,Joy Air,0,Fuzhou Chang...,,,A1,https://aviation-safety.net/database/record.php?id=20150510-0
80,10-MAY-2015,Antonov An-2,RF-01159,"DOSAAF, Rostov ATSK",0,Azov distric...,,,A1,https://aviation-safety.net/database/record.php?id=20150510-1
81,16-MAY-2015,Antonov An-2R,LY-AET,Klaipedos avialinijos,2,"near Klaipeda, Li...",,,A1,https://aviation-safety.net/database/record.php?id=20150516-0
82,16-MAY-2015,Beech B200 King Air,N505SP,N505SP,0,Carlsbad-McC...,,,A2,https://aviation-safety.net/database/record.php?id=20150516-1
83,18-MAY-2015,Antonov An-2R,RA-56528,private,0,"Sanamer, Sta...",,,A1,https://aviation-safety.net/database/record.php?id=20150518-0
84,19-MAY-2015,Cessna 208B Caravan I,5Y-NKV,Airworks,0,Mandeng Airs...,,,A1,https://aviation-safety.net/database/record.php?id=20150519-0
85,20-MAY-2015,BAe-125-700A,(N917TF),Unknown,4,near Puerto Colombia,,,C1,https://aviation-safety.net/database/record.php?id=20150520-0
86,30-MAY-2015,DHC-8-315Q MPA,JA727B,Japan Coast Guard,0,Sendai Airpo...,,,A2,https://aviation-safety.net/database/record.php?id=20150530-0
87,02-JUN-2015,Swearingen SA226-TC Metro II,XA-UKP,Aeronaves TSM,5,near Querétaro Ai...,,,A1,https://aviation-safety.net/database/record.php?id=20150602-0
88,04-JUN-2015,DHC-3T Texas Turbine Otter,N3125N,Alaska Air Taxi,0,"near Skwentna, AK",,,A2,https://aviation-safety.net/database/record.php?id=20150604-0
89,08-JUN-2015,Dornier 228,CG-791,Indian Coast Guard,3,near Pichavaram,,,A1,https://aviation-safety.net/database/record.php?id=20150608-0
90,10-JUN-2015,Cessna 525A CitationJet CJ2+,JA021R,Auto Panther,0,Konan Airpor...,,,A2,https://aviation-safety.net/database/record.php?id=20150610-0
91,11-JUN-2015,DHC-6 Twin Otter 300,8Q-TMG,Trans Maldivian Airways,0,Male Interna...,,,A2,https://aviation-safety.net/database/record.php?id=20150611-0
92,11-JUN-2015,DHC-6 Twin Otter 300,8Q-MAP,Trans Maldivian Airways,0,Male Interna...,,,A2,https://aviation-safety.net/database/record.php?id=20150611-1
93,11-JUN-2015,Eclipse 500,N508JA,Memly Aviation,0,Sacramento-E...,,,A2,https://aviation-safety.net/database/record.php?id=20150611-2
94,11-JUN-2015,Hawker 800XP,N497AG,Swat Technology,0,Port Harcour...,,,A1,https://aviation-safety.net/database/record.php?id=20150611-3
95,12-JUN-2015,Boeing 737-33A,VH-NLK,Nauru Airlines,0,near Kosrae Airpo...,,,I2,https://aviation-safety.net/database/record.php?id=20150612-0
96,15-JUN-2015,Antonov An-2R,RA-84553,Vodoley,0,Tatsinsky di...,,,A1,https://aviation-safety.net/database/record.php?id=20150615-0
97,16-JUN-2015,Boeing 737-322 (WL),LY-FLB,SCAT,0,Aktau Airpor...,,,O1,https://aviation-safety.net/database/record.php?id=20150616-0
98,17-JUN-2015,Boeing 747-451,N664US,Delta Air Lines,0,over China,,,A1,https://aviation-safety.net/database/record.php?id=20150617-0
99,19-JUN-2015,Antonov An-2R,RA-40646,Vostok Aviakompania,0,"near Kezhma, Kezh...",,,A1,https://aviation-safety.net/database/record.php?id=20150619-0
0,22-JUN-2015,Learjet 35A,N640BA,Beta Aire,0,Grosse Ile M...,,,A2,https://aviation-safety.net/database/record.php?id=20150622-0
1,25-JUN-2015,DHC-3T Vazar Turbine Otter,N270PA,Promech Air,9,"near Ella Lake, M...",,,A1,https://aviation-safety.net/database/record.php?id=20150625-0
2,25-JUN-2015,Antonov An-2,HL1090,South Korea AF,0,"Okcheon, Nor...",,,A2,https://aviation-safety.net/database/record.php?id=20150625-1
3,29-JUN-2015,Shorts 360-300,N221LM,Transair (Cargo),0,Kapolei-Kala...,,,A2,https://aviation-safety.net/database/record.php?id=20150629-0
4,30-JUN-2015,Lockheed C-130B Hercules,A-1310,Indonesian AF,122+ 17,near Medan-Soewon...,,,A1,https://aviation-safety.net/database/record.php?id=20150630-0
5,30-JUN-2015,Beech C99,N6199D,Ameriflight,0,Salt Lake Ci...,,,A1,https://aviation-safety.net/database/record.php?id=20150630-1
6,02-JUL-2015,DHC-6 Twin Otter 300,8Q-MAN,Trans Maldivian Airways,0,near Kuredu Islan...,,,A2,https://aviation-safety.net/database/record.php?id=20150702-0
